DOI,prefix,title,language,container-title,ISSN,publisher,URL,issued,published,published-online,indexed,created,reference-count,is-referenced-by-count,type,member
10.12688/openreseurope.14472.1,10.12688,“Frenemies” of innovation: understanding the role of coopetition in service innovation in emerging markets,en,Open Research Europe,2732-5121,F1000 Research Ltd,http://dx.doi.org/10.12688/openreseurope.14472.1,2022-2-24,2022-2-24,2022-2-24,2022-2-25,2022-2-24,96,0,journal-article,2560
10.12688/openreseurope.13987.2,10.12688,Chromosome-scale assembly of the yellow mealworm genome,en,Open Research Europe,2732-5121,F1000 Research Ltd,http://dx.doi.org/10.12688/openreseurope.13987.2,2022-2-25,2022-2-25,2022-2-25,2022-2-25,2022-2-25,46,0,journal-article,2560
10.12688/openreseurope.14156.1,10.12688,Local invertibility and sensitivity of atomic structure-feature mappings,en,Open Research Europe,2732-5121,F1000 Research Ltd,http://dx.doi.org/10.12688/openreseurope.14156.1,2021-10-20,2021-10-20,2021-10-20,2022-3-11,2021-10-20,32,2,journal-article,2560
10.12688/openreseurope.14176.1,10.12688,Hydrogen and deuterium charging of site-specific specimen for atom probe tomography,en,Open Research Europe,2732-5121,F1000 Research Ltd,http://dx.doi.org/10.12688/openreseurope.14176.1,2021-10-14,2021-10-14,2021-10-14,2022-3-10,2021-10-14,50,3,journal-article,2560
10.12688/openreseurope.13738.3,10.12688,Spontaneity of nuclear fusion: a qualitative analysis via classical thermodynamics,en,Open Research Europe,2732-5121,F1000 Research Ltd,http://dx.doi.org/10.12688/openreseurope.13738.3,2021-10-12,2021-10-12,2021-10-12,2022-1-21,2021-10-12,25,1,journal-article,2560
10.12688/openreseurope.13902.1,10.12688,Investigating syntactic priming cumulative effects in MT-human interaction,en,Open Research Europe,2732-5121,F1000 Research Ltd,http://dx.doi.org/10.12688/openreseurope.13902.1,2021-8-12,2021-8-12,2021-8-12,2022-2-4,2021-8-12,48,0,journal-article,2560
10.12688/openreseurope.14263.1,10.12688,A conceptual framework for monitoring socially responsible research and innovation (RRI) aligned to the UNESCO-led Recommendation on Science and Scientific Researchers,en,Open Research Europe,2732-5121,F1000 Research Ltd,http://dx.doi.org/10.12688/openreseurope.14263.1,2022-2-14,2022-2-14,2022-2-14,2022-3-9,2022-2-14,10,1,journal-article,2560
10.12688/openreseurope.13875.1,10.12688,A GC-IRMS method for measuring sulfur isotope ratios of carbonyl sulfide from small air samples,en,Open Research Europe,2732-5121,F1000 Research Ltd,http://dx.doi.org/10.12688/openreseurope.13875.1,2021-9-13,2021-9-13,2021-9-13,2022-3-8,2021-9-13,54,0,journal-article,2560
10.12688/openreseurope.13738.2,10.12688,Spontaneity of nuclear fusion: a qualitative analysis via classical thermodynamics,en,Open Research Europe,2732-5121,F1000 Research Ltd,http://dx.doi.org/10.12688/openreseurope.13738.2,2021-8-3,2021-8-3,2021-8-3,2021-12-10,2021-8-3,24,0,journal-article,2560
10.12688/openreseurope.13314.1,10.12688,Targeting MICA/B with cytotoxic therapeutic antibodies leads to tumor control,en,Open Research Europe,2732-5121,F1000 Research Ltd,http://dx.doi.org/10.12688/openreseurope.13314.1,2021-9-13,2021-9-13,2021-9-13,2021-12-10,2021-9-13,48,0,journal-article,2560
10.12688/openreseurope.13131.1,10.12688,Radical freedom: Periyar and women,en,Open Research Europe,2732-5121,F1000 Research Ltd,http://dx.doi.org/10.12688/openreseurope.13131.1,2021-3-24,2021-3-24,2021-3-24,2021-12-10,2021-3-24,0,0,journal-article,2560
10.12688/openreseurope.13277.1,10.12688,"Presence, flow, and narrative absorption questionnaires: a scoping review",en,Open Research Europe,2732-5121,F1000 Research Ltd,http://dx.doi.org/10.12688/openreseurope.13277.1,2021-3-24,2021-3-24,2021-3-24,2021-12-10,2021-3-24,49,1,journal-article,2560
10.12688/openreseurope.13744.1,10.12688,Ethyl lactate production by reactive distillation – optimization of reaction kinetics and energy efficiency,en,Open Research Europe,2732-5121,F1000 Research Ltd,http://dx.doi.org/10.12688/openreseurope.13744.1,2021-7-20,2021-7-20,2021-7-20,2021-12-9,2021-7-20,22,0,journal-article,2560
10.12688/openreseurope.13135.1,10.12688,A Google Earth Engine-enabled Python approach to improve identification of anthropogenic palaeo-landscape features,en,Open Research Europe,2732-5121,F1000 Research Ltd,http://dx.doi.org/10.12688/openreseurope.13135.1,2021-3-24,2021-3-24,2021-3-24,2021-12-10,2021-3-24,119,1,journal-article,2560
10.12688/openreseurope.13017.1,10.12688,Optimization and parallelization of the discrete ordinate method for radiation transport simulation in OpenFOAM: Hierarchical combination of shared and distributed memory approaches,en,Open Research Europe,2732-5121,F1000 Research Ltd,http://dx.doi.org/10.12688/openreseurope.13017.1,2021-3-24,2021-3-24,2021-3-24,2021-12-10,2021-3-24,26,0,journal-article,2560
10.12688/openreseurope.14386.1,10.12688,Life cycle analysis of the solar thermochemical energy storage scheme SOCRATCES,en,Open Research Europe,2732-5121,F1000 Research Ltd,http://dx.doi.org/10.12688/openreseurope.14386.1,2022-2-3,2022-2-3,2022-2-3,2022-2-5,2022-2-3,27,0,journal-article,2560
10.12688/openreseurope.13395.1,10.12688,Uncertainties of particulate organic carbon concentrations in the mesopelagic zone of the Atlantic ocean,en,Open Research Europe,2732-5121,F1000 Research Ltd,http://dx.doi.org/10.12688/openreseurope.13395.1,2021-4-23,2021-4-23,2021-4-23,2021-12-17,2021-4-23,58,0,journal-article,2560
10.12688/openreseurope.13933.2,10.12688,A policy response to workplace innovation for the rail sector,en,Open Research Europe,2732-5121,F1000 Research Ltd,http://dx.doi.org/10.12688/openreseurope.13933.2,2021-11-8,2021-11-8,2021-11-8,2021-12-17,2021-11-8,16,0,journal-article,2560
10.12688/openreseurope.14310.1,10.12688,Accelerating Large-Scale-Structure data analyses by emulating Boltzmann solvers and Lagrangian Perturbation Theory,en,Open Research Europe,2732-5121,F1000 Research Ltd,http://dx.doi.org/10.12688/openreseurope.14310.1,2021-12-16,2021-12-16,2021-12-16,2022-2-3,2021-12-16,47,1,journal-article,2560
10.12688/openreseurope.14018.1,10.12688,Fiber-coupled light-emitting diodes (LEDs) as safe and convenient light sources for the characterization of optoelectronic devices,en,Open Research Europe,2732-5121,F1000 Research Ltd,http://dx.doi.org/10.12688/openreseurope.14018.1,2021-8-23,2021-8-23,2021-8-23,2021-12-14,2021-8-23,29,0,journal-article,2560
10.12688/openreseurope.13314.2,10.12688,Targeting MICA/B with cytotoxic therapeutic antibodies leads to tumor control,en,Open Research Europe,2732-5121,F1000 Research Ltd,http://dx.doi.org/10.12688/openreseurope.13314.2,2021-10-27,2021-10-27,2021-10-27,2021-12-13,2021-10-27,51,0,journal-article,2560
10.12688/openreseurope.13893.2,10.12688,Industrial symbiosis platforms for synergy identification and their most important data points: a systematic review,en,Open Research Europe,2732-5121,F1000 Research Ltd,http://dx.doi.org/10.12688/openreseurope.13893.2,2021-11-1,2021-11-1,2021-11-1,2021-12-11,2021-11-1,41,0,journal-article,2560
10.12688/openreseurope.13204.1,10.12688,Ineffective humoral anti-tick IgY-response in birds: reaction against pathogen constituents?,en,Open Research Europe,2732-5121,F1000 Research Ltd,http://dx.doi.org/10.12688/openreseurope.13204.1,2021-3-24,2021-3-24,2021-3-24,2021-12-11,2021-3-24,34,0,journal-article,2560
10.12688/openreseurope.13873.1,10.12688,Conditions of life and death at Panama Viejo: a bioarchaeological study of human skeletal remains (1519-1671),en,Open Research Europe,2732-5121,F1000 Research Ltd,http://dx.doi.org/10.12688/openreseurope.13873.1,2021-8-4,2021-8-4,2021-8-4,2021-12-19,2021-8-4,107,0,journal-article,2560
10.12688/openreseurope.13231.2,10.12688,Leveraging the trust of nurses to advance a digital agenda in Europe: a critical review of health policy literature,en,Open Research Europe,2732-5121,F1000 Research Ltd,http://dx.doi.org/10.12688/openreseurope.13231.2,2021-5-13,2021-5-13,2021-5-13,2021-12-20,2021-5-13,42,0,journal-article,2560
10.12688/openreseurope.13260.2,10.12688,Ethics as attention to context: recommendations for the ethics of artificial intelligence,en,Open Research Europe,2732-5121,F1000 Research Ltd,http://dx.doi.org/10.12688/openreseurope.13260.2,2021-12-13,2021-12-13,2021-12-13,2021-12-17,2021-12-13,0,0,journal-article,2560
10.12688/openreseurope.13125.2,10.12688,Crossover comparison of climate-change adaptation measures taken in the Gdansk (Baltic-sea) and Rotterdam (Nord-sea) deltas.,en,Open Research Europe,2732-5121,F1000 Research Ltd,http://dx.doi.org/10.12688/openreseurope.13125.2,2021-10-13,2021-10-13,2021-10-13,2021-12-9,2021-10-13,26,0,journal-article,2560
10.12688/openreseurope.14135.2,10.12688,Direct laser writing of liquid crystal elastomers oriented by a horizontal electric field,en,Open Research Europe,2732-5121,F1000 Research Ltd,http://dx.doi.org/10.12688/openreseurope.14135.2,2021-11-19,2021-11-19,2021-11-19,2021-12-10,2021-11-19,48,0,journal-article,2560
10.12688/openreseurope.13411.1,10.12688,Skilled we-intentionality: Situating joint action in the living environment,en,Open Research Europe,2732-5121,F1000 Research Ltd,http://dx.doi.org/10.12688/openreseurope.13411.1,2021-5-21,2021-5-21,2021-5-21,2021-12-11,2021-5-21,72,0,journal-article,2560
10.12688/openreseurope.14010.1,10.12688,A digital territory to be appropriated: the state and the nationalization of cyberspace,en,Open Research Europe,2732-5121,F1000 Research Ltd,http://dx.doi.org/10.12688/openreseurope.14010.1,2021-10-6,2021-10-6,2021-10-6,2021-12-11,2021-10-6,43,0,journal-article,2560
10.12688/openreseurope.13293.1,10.12688,Building long-term vision for rural areas through multi-actor platforms: a preliminary study in the Emilia-Romagna region,en,Open Research Europe,2732-5121,F1000 Research Ltd,http://dx.doi.org/10.12688/openreseurope.13293.1,2021-4-21,2021-4-21,2021-4-21,2021-12-13,2021-4-21,10,0,journal-article,2560
10.12688/openreseurope.13861.1,10.12688,Geniac: Automatic Configuration GENerator and Installer for nextflow pipelines,en,Open Research Europe,2732-5121,F1000 Research Ltd,http://dx.doi.org/10.12688/openreseurope.13861.1,2021-7-2,2021-7-2,2021-7-2,2022-2-21,2021-7-2,24,0,journal-article,2560
10.12688/openreseurope.14281.1,10.12688,Wild snapdragon plant pedigree sheds light on limited connectivity enhanced by higher migrant reproductive success in a fragmented landscape,en,Open Research Europe,2732-5121,F1000 Research Ltd,http://dx.doi.org/10.12688/openreseurope.14281.1,2021-12-1,2021-12-1,2021-12-1,2022-2-21,2021-12-1,64,0,journal-article,2560
10.12688/openreseurope.13590.1,10.12688,Coexistence of chaotic attractor and unstable limit cycles in a 3D dynamical system,en,Open Research Europe,2732-5121,F1000 Research Ltd,http://dx.doi.org/10.12688/openreseurope.13590.1,2021-5-17,2021-5-17,2021-5-17,2021-12-19,2021-5-17,41,0,journal-article,2560
10.12688/openreseurope.14073.1,10.12688,"Theoretical spectroscopic study of acetyl (CH3CO), vinoxy (CH2CHO), and 1-methylvinoxy (CH3COCH2) radicals. Barrierless formation processes of acetone in the gas phase",en,Open Research Europe,2732-5121,F1000 Research Ltd,http://dx.doi.org/10.12688/openreseurope.14073.1,2021-9-30,2021-9-30,2021-9-30,2021-12-21,2021-9-30,68,0,journal-article,2560
10.12688/openreseurope.13744.2,10.12688,Ethyl lactate production by reactive distillation – optimization of reaction kinetics and energy efficiency,en,Open Research Europe,2732-5121,F1000 Research Ltd,http://dx.doi.org/10.12688/openreseurope.13744.2,2021-9-23,2021-9-23,2021-9-23,2021-12-22,2021-9-23,25,0,journal-article,2560
10.12688/openreseurope.13842.1,10.12688,"KSEMAW: an open source software for the analysis ofspectrophotometric, ellipsometric andphotothermal deflection spectroscopy measurements",en,Open Research Europe,2732-5121,F1000 Research Ltd,http://dx.doi.org/10.12688/openreseurope.13842.1,2021-8-18,2021-8-18,2021-8-18,2021-12-22,2021-8-18,39,0,journal-article,2560
10.12688/openreseurope.13008.1,10.12688,"Testing a computational model of causative overgeneralizations: Child judgment and production data from English, Hebrew, Hindi, Japanese and K’iche’",en,Open Research Europe,2732-5121,F1000 Research Ltd,http://dx.doi.org/10.12688/openreseurope.13008.1,2021-3-24,2021-3-24,2021-3-24,2022-1-27,2021-3-24,50,2,journal-article,2560
10.12688/openreseurope.13872.1,10.12688,The STArgardt Remofuscin Treatment Trial (STARTT): design and baseline characteristics of enrolled Stargardt patients,en,Open Research Europe,2732-5121,F1000 Research Ltd,http://dx.doi.org/10.12688/openreseurope.13872.1,2021-8-19,2021-8-19,2021-8-19,2022-1-26,2021-8-19,32,1,journal-article,2560
10.12688/openreseurope.13395.2,10.12688,Uncertainties of particulate organic carbon concentrations in the mesopelagic zone of the Atlantic ocean,en,Open Research Europe,2732-5121,F1000 Research Ltd,http://dx.doi.org/10.12688/openreseurope.13395.2,2021-9-6,2021-9-6,2021-9-6,2022-3-1,2021-9-6,69,1,journal-article,2560
10.12688/openreseurope.14135.1,10.12688,Direct laser writing of liquid crystal elastomers oriented by a horizontal electric field,en,Open Research Europe,2732-5121,F1000 Research Ltd,http://dx.doi.org/10.12688/openreseurope.14135.1,2021-10-25,2021-10-25,2021-10-25,2022-1-5,2021-10-25,38,0,journal-article,2560
10.12688/openreseurope.14178.1,10.12688,A collection of narrative practices on cultural heritage with innovative technologies and creative strategies,en,Open Research Europe,2732-5121,F1000 Research Ltd,http://dx.doi.org/10.12688/openreseurope.14178.1,2021-10-25,2021-10-25,2021-10-25,2022-1-5,2021-10-25,41,0,journal-article,2560
10.12688/openreseurope.13529.1,10.12688,Plasmids conferring resistance to extended-spectrum beta-lactamases including a rare IncN+IncR multireplicon carrying blaCTX-M-1 in Escherichia coli recovered from migrating barnacle geese (Branta leucopsis),en,Open Research Europe,2732-5121,F1000 Research Ltd,http://dx.doi.org/10.12688/openreseurope.13529.1,2021-5-4,2021-5-4,2021-5-4,2022-1-4,2021-5-4,88,2,journal-article,2560
10.12688/openreseurope.13677.1,10.12688,Knowledge sharing and discovery across heterogeneous research infrastructures,en,Open Research Europe,2732-5121,F1000 Research Ltd,http://dx.doi.org/10.12688/openreseurope.13677.1,2021-6-14,2021-6-14,2021-6-14,2022-1-29,2021-6-14,82,0,journal-article,2560
10.12688/openreseurope.14421.1,10.12688,Helios.TALK: A decentralised messaging framework that preserves the privacy of users,en,Open Research Europe,2732-5121,F1000 Research Ltd,http://dx.doi.org/10.12688/openreseurope.14421.1,2022-3-4,2022-3-4,2022-3-4,2022-3-4,2022-3-4,13,0,journal-article,2560
10.12688/openreseurope.13066.1,10.12688,Label-free super-resolution imaging below 90-nm using photon-reassignment,en,Open Research Europe,2732-5121,F1000 Research Ltd,http://dx.doi.org/10.12688/openreseurope.13066.1,2021-3-24,2021-3-24,2021-3-24,2022-3-4,2021-3-24,43,1,journal-article,2560
10.12688/openreseurope.13990.1,10.12688,Analysis of the concept of informal economy through 102 definitions: legality or necessity,en,Open Research Europe,2732-5121,F1000 Research Ltd,http://dx.doi.org/10.12688/openreseurope.13990.1,2021-11-4,2021-11-4,2021-11-4,2022-1-19,2021-11-4,161,0,journal-article,2560
10.12688/openreseurope.13420.1,10.12688,A data processing approach with built-in spatial resolution reduction methods to construct energy system models,en,Open Research Europe,2732-5121,F1000 Research Ltd,http://dx.doi.org/10.12688/openreseurope.13420.1,2021-4-19,2021-4-19,2021-4-19,2022-2-10,2021-4-19,56,1,journal-article,2560
10.12688/openreseurope.13906.1,10.12688,Drone-based electromagnetic survey system for geophysical applications,en,Open Research Europe,2732-5121,F1000 Research Ltd,http://dx.doi.org/10.12688/openreseurope.13906.1,2022-1-7,2022-1-7,2022-1-7,2022-2-15,2022-1-7,13,0,journal-article,2560
10.12688/openreseurope.13317.3,10.12688,Protocol for ethyl methanesulphonate (EMS) mutagenesis application in rice,en,Open Research Europe,2732-5121,F1000 Research Ltd,http://dx.doi.org/10.12688/openreseurope.13317.3,2022-2-14,2022-2-14,2022-2-14,2022-2-14,2022-2-14,23,0,journal-article,2560
10.12688/openreseurope.14435.1,10.12688,Knowledge and skill needs and challenges of innovation ecosystems in the Central-Eastern and South-Eastern European space sector,en,Open Research Europe,2732-5121,F1000 Research Ltd,http://dx.doi.org/10.12688/openreseurope.14435.1,2022-2-14,2022-2-14,2022-2-14,2022-2-14,2022-2-14,28,0,journal-article,2560
10.12688/openreseurope.14407.1,10.12688,Network learning and transitional change in a global project for transforming sustainability education.,en,Open Research Europe,2732-5121,F1000 Research Ltd,http://dx.doi.org/10.12688/openreseurope.14407.1,2022-2-18,2022-2-18,2022-2-18,2022-2-18,2022-2-18,28,0,journal-article,2560
10.12688/openreseurope.14283.1,10.12688,"ECORISK2050: An Innovative Training Network for predicting the effects of global change on the emission, fate, effects, and risks of chemicals in aquatic ecosystems",en,Open Research Europe,2732-5121,F1000 Research Ltd,http://dx.doi.org/10.12688/openreseurope.14283.1,2021-12-20,2021-12-20,2021-12-20,2022-2-18,2021-12-20,129,0,journal-article,2560
10.12688/openreseurope.14415.1,10.12688,Knowledge on hypertension in Myanmar: levels and groups at risk,en,Open Research Europe,2732-5121,F1000 Research Ltd,http://dx.doi.org/10.12688/openreseurope.14415.1,2022-1-28,2022-1-28,2022-1-28,2022-2-18,2022-1-28,46,0,journal-article,2560
10.12688/openreseurope.14354.2,10.12688,Modelling charge profiles of electric vehicles based on charges data,en,Open Research Europe,2732-5121,F1000 Research Ltd,http://dx.doi.org/10.12688/openreseurope.14354.2,2022-2-14,2022-2-14,2022-2-14,2022-2-17,2022-2-14,36,0,journal-article,2560
10.12688/openreseurope.13752.1,10.12688,Assessment of exposure determinants and exposure levels by using stationary concentration measurements and a probabilistic near-field/far-field exposure model,en,Open Research Europe,2732-5121,F1000 Research Ltd,http://dx.doi.org/10.12688/openreseurope.13752.1,2021-6-21,2021-6-21,2021-6-21,2022-2-17,2021-6-21,37,4,journal-article,2560
10.12688/openreseurope.14246.1,10.12688,Developing and testing the GlobalSCAPE science communicator diary survey: methodological pilot research findings to improve a repeated-measures survey design,en,Open Research Europe,2732-5121,F1000 Research Ltd,http://dx.doi.org/10.12688/openreseurope.14246.1,2022-2-8,2022-2-8,2022-2-8,2022-3-10,2022-2-8,4,0,journal-article,2560
10.12688/openreseurope.13723.2,10.12688,[2.2.2.2]Paracyclophanetetraenes (PCTs): cyclic structural analogues of poly(p‑phenylene vinylene)s (PPVs),en,Open Research Europe,2732-5121,F1000 Research Ltd,http://dx.doi.org/10.12688/openreseurope.13723.2,2022-3-10,2022-3-10,2022-3-10,2022-3-10,2022-3-10,39,0,journal-article,2560
10.12688/openreseurope.13633.2,10.12688,pyam: Analysis and visualisation of integrated assessment and macro-energy scenarios,en,Open Research Europe,2732-5121,F1000 Research Ltd,http://dx.doi.org/10.12688/openreseurope.13633.2,2021-9-1,2021-9-1,2021-9-1,2022-3-12,2021-9-1,34,2,journal-article,2560
10.12688/openreseurope.13015.2,10.12688,The abTEM code: transmission electron microscopy from first principles,en,Open Research Europe,2732-5121,F1000 Research Ltd,http://dx.doi.org/10.12688/openreseurope.13015.2,2021-5-21,2021-5-21,2021-5-21,2021-12-11,2021-5-21,59,1,journal-article,2560
10.12688/openreseurope.14313.1,10.12688,Methods based on a semi-empirical model for simulating scroll compressors with HFC and HFO refrigerants,en,Open Research Europe,2732-5121,F1000 Research Ltd,http://dx.doi.org/10.12688/openreseurope.14313.1,2021-12-8,2021-12-8,2021-12-8,2022-1-26,2021-12-8,24,0,journal-article,2560
10.12688/openreseurope.13677.2,10.12688,Knowledge sharing and discovery across heterogeneous research infrastructures,en,Open Research Europe,2732-5121,F1000 Research Ltd,http://dx.doi.org/10.12688/openreseurope.13677.2,2021-11-22,2021-11-22,2021-11-22,2022-1-29,2021-11-22,70,0,journal-article,2560
10.12688/openreseurope.13094.2,10.12688,Doctoral Studies as part of an Innovative Training Network (ITN): Early Stage Researcher (ESR) experiences,en,Open Research Europe,2732-5121,F1000 Research Ltd,http://dx.doi.org/10.12688/openreseurope.13094.2,2021-9-6,2021-9-6,2021-9-6,2021-12-20,2021-9-6,22,0,journal-article,2560
10.12688/openreseurope.14339.1,10.12688,"First steps towards the detection of contact layers in Bangime: a multi-disciplinary, computer-assisted approach",en,Open Research Europe,2732-5121,F1000 Research Ltd,http://dx.doi.org/10.12688/openreseurope.14339.1,2022-1-21,2022-1-21,2022-1-21,2022-2-22,2022-1-21,61,0,journal-article,2560
10.12688/openreseurope.13592.1,10.12688,Study on human subjects – influence of stress and alcohol in simulated traffic situations,en,Open Research Europe,2732-5121,F1000 Research Ltd,http://dx.doi.org/10.12688/openreseurope.13592.1,2021-7-27,2021-7-27,2021-7-27,2021-12-9,2021-7-27,24,0,journal-article,2560
10.12688/openreseurope.13342.2,10.12688,Data Management Plans in Horizon 2020: what beneficiaries think and what we can learn from their experience,en,Open Research Europe,2732-5121,F1000 Research Ltd,http://dx.doi.org/10.12688/openreseurope.13342.2,2022-2-21,2022-2-21,2022-2-21,2022-2-21,2022-2-21,14,0,journal-article,2560
10.12688/openreseurope.13096.1,10.12688,A systematic review of automated journalism scholarship: guidelines and suggestions for future research,en,Open Research Europe,2732-5121,F1000 Research Ltd,http://dx.doi.org/10.12688/openreseurope.13096.1,2021-3-24,2021-3-24,2021-3-24,2021-12-21,2021-3-24,94,2,journal-article,2560
10.12688/openreseurope.13255.1,10.12688,Do fluorocarbons substantially increase transdermal oxygen delivery? A proof-of-principle study in mice,en,Open Research Europe,2732-5121,F1000 Research Ltd,http://dx.doi.org/10.12688/openreseurope.13255.1,2021-4-19,2021-4-19,2021-4-19,2021-12-21,2021-4-19,23,0,journal-article,2560
10.12688/openreseurope.14147.1,10.12688,Mapping research on the social impact of the arts: what characterises the field?,en,Open Research Europe,2732-5121,F1000 Research Ltd,http://dx.doi.org/10.12688/openreseurope.14147.1,2021-10-18,2021-10-18,2021-10-18,2021-12-21,2021-10-19,90,0,journal-article,2560
10.12688/openreseurope.13428.2,10.12688,The critical issue of using lead for sustainable massive production of perovskite solar cells: a review of relevant literature,en,Open Research Europe,2732-5121,F1000 Research Ltd,http://dx.doi.org/10.12688/openreseurope.13428.2,2021-10-28,2021-10-28,2021-10-28,2021-12-21,2021-10-28,80,0,journal-article,2560
10.12688/openreseurope.13321.1,10.12688,Technologies for an inclusive robotics education,en,Open Research Europe,2732-5121,F1000 Research Ltd,http://dx.doi.org/10.12688/openreseurope.13321.1,2021-4-21,2021-4-21,2021-4-21,2021-12-9,2021-4-21,21,0,journal-article,2560
10.12688/openreseurope.13231.1,10.12688,Leveraging the trust of nurses to advance a digital agenda in Europe: a critical review of health policy literature,en,Open Research Europe,2732-5121,F1000 Research Ltd,http://dx.doi.org/10.12688/openreseurope.13231.1,2021-3-26,2021-3-26,2021-3-26,2021-12-8,2021-3-26,41,0,journal-article,2560
10.12688/openreseurope.13094.1,10.12688,Doctoral Studies as part of an Innovative Training Network (ITN): Early Stage Researcher (ESR) experiences,en,Open Research Europe,2732-5121,F1000 Research Ltd,http://dx.doi.org/10.12688/openreseurope.13094.1,2021-4-7,2021-4-7,2021-4-7,2021-12-18,2021-4-7,15,0,journal-article,2560
10.12688/openreseurope.13253.1,10.12688,A summer of phobias: media discourses on ‘radical’ acts of dissent against ‘mass tourism’ in Barcelona,en,Open Research Europe,2732-5121,F1000 Research Ltd,http://dx.doi.org/10.12688/openreseurope.13253.1,2021-6-10,2021-6-10,2021-6-10,2021-12-10,2021-6-10,77,1,journal-article,2560
10.12688/openreseurope.13259.1,10.12688,"‘Baltic catacombs.’ Translating corpisanti catacomb relic-sculptures between Rome, Polish Livonia, and the Lithuanian Grand Duchy circa 1750-1800",en,Open Research Europe,2732-5121,F1000 Research Ltd,http://dx.doi.org/10.12688/openreseurope.13259.1,2021-3-24,2021-3-24,2021-3-24,2021-12-9,2021-3-24,0,0,journal-article,2560
10.12688/openreseurope.14088.1,10.12688,Responses to digital disinformation as part of hybrid threats: a systematic review on the effects of disinformation and the effectiveness of fact-checking/debunking,en,Open Research Europe,2732-5121,F1000 Research Ltd,http://dx.doi.org/10.12688/openreseurope.14088.1,2022-1-13,2022-1-13,2022-1-13,2022-1-27,2022-1-13,64,0,journal-article,2560
10.12688/openreseurope.13639.3,10.12688,How many online workers are there in the world? A data-driven assessment,en,Open Research Europe,2732-5121,F1000 Research Ltd,http://dx.doi.org/10.12688/openreseurope.13639.3,2021-10-7,2021-10-7,2021-10-7,2021-12-11,2021-10-7,27,0,journal-article,2560
10.12688/openreseurope.14406.1,10.12688,"Local ecological knowledge and folk medicine in historical Estonia, Livonia, Courland, and Galicia, 1805-1905",en,Open Research Europe,2732-5121,F1000 Research Ltd,http://dx.doi.org/10.12688/openreseurope.14406.1,2022-3-4,2022-3-4,2022-3-4,2022-3-4,2022-3-4,25,0,journal-article,2560
10.12688/openreseurope.14290.1,10.12688,Fecal microbiota transplantation for treatment of moderate to severe ulcerative colitis: a living systematic review protocol,en,Open Research Europe,2732-5121,F1000 Research Ltd,http://dx.doi.org/10.12688/openreseurope.14290.1,2022-2-7,2022-2-7,2022-2-7,2022-3-4,2022-2-7,20,0,journal-article,2560
10.12688/openreseurope.13104.2,10.12688,A genomic exploration of the early evolution of extant cats and their sabre-toothed relatives,en,Open Research Europe,2732-5121,F1000 Research Ltd,http://dx.doi.org/10.12688/openreseurope.13104.2,2021-6-21,2021-6-21,2021-6-21,2021-12-13,2021-6-21,44,0,journal-article,2560
10.12688/openreseurope.13087.1,10.12688,A simple and cheap aerosol penetrometer for filter testing using an electronic cigarette.,en,Open Research Europe,2732-5121,F1000 Research Ltd,http://dx.doi.org/10.12688/openreseurope.13087.1,2021-3-24,2021-3-24,2021-3-24,2021-12-13,2021-3-24,26,1,journal-article,2560
10.12688/openreseurope.13069.1,10.12688,"Promoting citizen science in the energy sector: Generation Solar, an open database of small-scale solar photovoltaic installations",en,Open Research Europe,2732-5121,F1000 Research Ltd,http://dx.doi.org/10.12688/openreseurope.13069.1,2021-3-24,2021-3-24,2021-3-24,2021-12-14,2021-3-24,24,0,journal-article,2560
10.12688/openreseurope.13700.2,10.12688,Assessing the generalisability of a multicentre qualitative dementia research: the experience and challenges faced by the MinD project in Europe,en,Open Research Europe,2732-5121,F1000 Research Ltd,http://dx.doi.org/10.12688/openreseurope.13700.2,2021-9-9,2021-9-9,2021-9-9,2021-12-17,2021-9-9,53,0,journal-article,2560
10.12688/openreseurope.14133.2,10.12688,Ocean Lagrangian Trajectories (OLTraj): Lagrangian analysis for non-expert users,en,Open Research Europe,2732-5121,F1000 Research Ltd,http://dx.doi.org/10.12688/openreseurope.14133.2,2021-11-15,2021-11-15,2021-11-15,2021-12-19,2021-11-15,22,0,journal-article,2560
10.12688/openreseurope.14318.1,10.12688,Defining discovery: Is Google Scholar a discovery platform? An essay on the need for a new approach to scholarly discovery,en,Open Research Europe,2732-5121,F1000 Research Ltd,http://dx.doi.org/10.12688/openreseurope.14318.1,2022-3-2,2022-3-2,2022-3-2,2022-3-2,2022-3-2,47,0,journal-article,2560
10.12688/openreseurope.13138.1,10.12688,Building a safety buffer for European food security: the role of small-scale food production and local ecological and gastronomic knowledge in light of COVID-19,en,Open Research Europe,2732-5121,F1000 Research Ltd,http://dx.doi.org/10.12688/openreseurope.13138.1,2021-3-24,2021-3-24,2021-3-24,2022-3-2,2021-3-24,15,3,journal-article,2560
10.12688/openreseurope.14074.2,10.12688,Identifying knowledge gaps for successful restorative aquaculture of Ostrea edulis: a bibliometric analysis,en,Open Research Europe,2732-5121,F1000 Research Ltd,http://dx.doi.org/10.12688/openreseurope.14074.2,2022-1-12,2022-1-12,2022-1-12,2022-3-2,2022-1-12,60,0,journal-article,2560
10.12688/openreseurope.14315.1,10.12688,A reflection on participatory research methodologies in the light of the COVID-19 – lessons learnt from the European Research Project TRIPS,en,Open Research Europe,2732-5121,F1000 Research Ltd,http://dx.doi.org/10.12688/openreseurope.14315.1,2021-12-16,2021-12-16,2021-12-16,2022-1-20,2021-12-16,36,0,journal-article,2560
