given,family,sequence,affiliation,DOI
Oleg Anatolevich,Razzhivin,additional,"Elabuga Institute of Kazan Federal University, Moskva, Russian Federation",10.1177/21582440211051723
Yolvi,Ocaña-Fernández,additional,"Universidad Nacional Mayor de San Marcos, Lima, Perú",10.1177/21582440211051723
Doris,Fuster-Guillén,additional,"Universidad Nacional Mayor de San Marcos, Lima, Perú",10.1177/21582440211051723
Jessica Palacios,Garay,additional,"Universidad Nacional Mayor de San Marcos, Lima, Perú",10.1177/21582440211051723
Maria Celia,López-Penabad,first,"University of Santiago de Compostela, Spain",10.1177/21582440211032645
Ana,Iglesias-Casal,additional,"University of Santiago de Compostela, Spain",10.1177/21582440211032645
José Fernando Silva,Neto,additional,"ISLA—Instituto Politécnico de Gestão e Tecnologia, Vila Nova de Gaia, Portugal",10.1177/21582440211032645
Ying,Li,first,"Sichuan University, Chengdu, China",10.1177/21582440211040776
Hongyi,Cen,additional,"Sichuan University, Chengdu, China",10.1177/21582440211040776
Tai-Yu,Lin,additional,"National Cheng Kung University, Tainan City",10.1177/21582440211040776
Yung-ho,Chiu,additional,"Soochow University, Taipei",10.1177/21582440211040776
Ahmet Cengiz,Ucar,first,"Gebze Technical University, Kocaeli, Turkey",10.1177/21582440211066924
Lutfihak,Alpkan,additional,"Istanbul Technical University, Istanbul, Turkey",10.1177/21582440211066924
Meral,Elci,additional,"Gebze Technical University, Kocaeli, Turkey",10.1177/21582440211066924
Panteha,Farmanesh,first,"Girne American University, University Drive, Kyrenia, North Cyprus, Turkey",10.1177/21582440211040775
Pouya,Zargar,additional,"Girne American University, University Drive, Kyrenia, North Cyprus, Turkey",10.1177/21582440211040775
Vildan,Esenyel,additional,"Bahcesehir Cyprus University, Faculty of Economics, Nicosia, North Cyprus, Turkey",10.1177/21582440211040775
Asim,Vehbi,additional,"Arkin University of Creative Arts and Design, Kyrenia, North Cyprus﻿, Turkey",10.1177/21582440211040775
Po-Chien,Chang,first,"Macau University of Science and Technology, Taipa, China",10.1177/21582440211027964
Man-Jing,Zhang,additional,"Zhuhai City Polytechnic, China",10.1177/21582440211027964
Ting,Wu,additional,"Macau University of Science and Technology, Taipa, China",10.1177/21582440211027964
Misoon,Jeon,first,"Baekseok University, Dongnam-gu, Cheonan-si, Chungcheongnam-do, Republic of Korea",10.1177/21582440221079930
Eun Sil,Jang,additional,"Kyungnam University, Changwon-si, Gyeongsangnam-do, Republic of Korea",10.1177/21582440221079930
Eun Ja,Yeun,additional,"Konkuk University, Chungju, Chungbuk, Republic of Korea",10.1177/21582440221079930
Yang,Liu,first,"Beijing Foreign Studies University, China",10.1177/21582440221079922
Ryan P.,Fuller,first,"California State University, Sacramento, USA",10.1177/21582440211014516
Antonio,La Sala,additional,"Sapienza University of Rome, Italy",10.1177/21582440211014516
Yuan,Li,first,"Beijing University of Agriculture, China + Beijing New Rural Construction Base, China",10.1177/21582440211024621
Yu,Zhang,additional,"Tsinghua University, Beijing, China",10.1177/21582440211024621
Bin,Ai,first,"Shanghai University of Finance and Economics, Shanghai, China",10.1177/21582440221079910
Xueshan,Li,additional,"Beijing Dongcheng Academy of Educational Sciences, Beijing, China",10.1177/21582440221079910
Guofang,Li,additional,"The University of British Columbia, Vancouver, Canada",10.1177/21582440221079910
Funmilayo Juliana,Afolabi,first,"Obafemi Awolowo University, Ile-Ife, Nigeria + University of Amsterdam, Netherlands",10.1177/2158244021994585
Paul,de Beer,additional,"University of Amsterdam, Netherlands",10.1177/2158244021994585
Joke A.,Haafkens,additional,"University of Amsterdam, Netherlands",10.1177/2158244021994585
Lin,Liu,first,"Nantong University, China",10.1177/21582440211032672
Chang-Ho,Lim,first,"DaeJeon University, South Korea",10.1177/21582440211068504
Dae-Hoon,Kwak,additional,"Chungnam National University, DaeJeon, South Korea",10.1177/21582440211068504
Yu-Min,Fang,first,"National United University, Miao-Li, R.O.C",10.1177/21582440211065764
Sheng-Yi,Huang,additional,"National United University, Miao-Li, R.O.C",10.1177/21582440211065764
Fan,Su,first,"The Education University of Hong Kong, Hong Kong SAR, China",10.1177/21582440211067247
Di,Zou,additional,"The Education University of Hong Kong, Hong Kong SAR, China",10.1177/21582440211067247
Haoran,Xie,additional,"Lingnan University, Hong Kong SAR, China",10.1177/21582440211067247
Fu Lee,Wang,additional,"Hong Kong Metropolitan University, Hong Kong SAR, China",10.1177/21582440211067247
Mounir,Belloumi,first,"Najran University, Saudi Arabia",10.1177/21582440211054425
Atef Saad,Alshehry,additional,"Najran University, Saudi Arabia",10.1177/21582440211054425
Anita,Lavorgna,first,"University of Southampton, UK",10.1177/21582440211003084
Leslie,Carr,additional,"University of Southampton, UK",10.1177/21582440211003084
Marko,Živanović,first,"Department of Psychology, Faculty of Philosophy, Institute of Psychology and Laboratory for Research of Individual Differences, University of Belgrade, Serbia + Psychosocial Innovation Network, Belgrade, Serbia",10.1177/21582440211048889
Emina,Borjanić Bolić,additional,"College of Social Work, Belgrade, Serbia",10.1177/21582440211048889
Maša,Vukčević Marković,additional,"Department of Psychology, Faculty of Philosophy, Institute of Psychology and Laboratory for Research of Individual Differences, University of Belgrade, Serbia + Psychosocial Innovation Network, Belgrade, Serbia",10.1177/21582440211048889
Joana,Neto,first,"Research Center in Business Sciences and Tourism of Consuelo Vieira da Costa Foundation (CICET-FCVC), Porto, Portugal",10.1177/21582440211054091
Marta Pinto,da Costa,additional,"University of Porto, Portugal",10.1177/21582440211054091
Félix,Neto,additional,"University of Porto, Portugal",10.1177/21582440211054091
Sara,Carmel,additional,"Ben-Gurion University of the Negev, Beer-Sheva, Israel",10.1177/21582440211054091
Beata,Ociepka,first,"University of Wroclaw, Poland",10.1177/21582440211054119
Justyna,Arendarska,additional,"University of Wroclaw, Poland",10.1177/21582440211054119
Martin James,Farrelly,first,"Prince of Songkla University, Thailand",10.1177/21582440211050385
Kemtong,Sinwongsuwat,additional,"Prince of Songkla University, Thailand",10.1177/21582440211050385
Ali,Nawab,first,"Sukkur IBA University, Sindh, Pakistan",10.1177/21582440211068489
Tajuddin,Sharar,additional,"University of Chitral, Khyber Pakhtunkhwa, Pakistan",10.1177/21582440211068489
Rosa M.,Serrano,first,"University of Zaragoza, Zaragoza, Spain",10.1177/21582440211067236
Oscar,Casanova,additional,"University of Zaragoza, Zaragoza, Spain",10.1177/21582440211067236
Stéphane,Colognesi,first,"UCLouvain, Louvain-la-Neuve, Belgium",10.1177/21582440211016897
Agnès,Deprit,additional,"UCLouvain, Louvain-la-Neuve, Belgium",10.1177/21582440211016897
Thibault,Coppe,additional,"UCLouvain, Louvain-la-Neuve, Belgium",10.1177/21582440211016897
Catherine,Van Nieuwenhoven,additional,"UCLouvain, Louvain-la-Neuve, Belgium",10.1177/21582440211016897
Virginie,März,additional,"UCLouvain, Louvain-la-Neuve, Belgium",10.1177/21582440211016897
Vanessa,Hanin,additional,"UCLouvain, Louvain-la-Neuve, Belgium",10.1177/21582440211016897
Noorshella,Che Nawi,first,"Global Entrepreneurship Research Institute Center(GERIC),Universiti Malaysia Kelantan, Pengkalan Chepa, Kota Bharu, Kelantan, Malaysia",10.1177/21582440211069144
Abdullah Al,Mamun,additional,"UKM - Graduate School of Business, Universiti Kebangsaan Malaysia, UKM Bangi, Selangor Darul Ehsan, Malaysia",10.1177/21582440211069144
Ariezal Afzan,Hassan,additional,"Faculty of Language Studies and Human Development,Universiti Malaysia Kelantan, Bachok, Kelantan, Malaysia",10.1177/21582440211069144
Wan Suzanna Aafanii Adeeba,Wan Ibrahim,additional,"Faculty of Language Studies and Human Development,Universiti Malaysia Kelantan, Bachok, Kelantan, Malaysia",10.1177/21582440211069144
Amaal Fadhlini,Mohamed,additional,"Faculty of Language Studies and Human Development,Universiti Malaysia Kelantan, Bachok, Kelantan, Malaysia",10.1177/21582440211069144
P. Yukthamarani,Permarupan,additional,"Faculty of Entrepreneurship and Business, Universiti Malaysia Kelantan, Pengkalan Chepa, Kota Bharu, Kelantan, Malaysia",10.1177/21582440211069144
Khalid,Khan,first,"Qilu University of Technology, Jinan, China",10.1177/21582440211040411
Jiluo,Sun,additional,"Durham University Business, School,Durham, UK",10.1177/21582440211040411
Sinem,Derindere Koseoglu,additional,"Etap Kiptaş Saadetdere Evleri, Turgut Özal Mah., Tonguçbaba Cad., A5 Blok, Kat. 4, D.20, 34513 Esenyurt, Istanbul, Turkey",10.1177/21582440211040411
Ashfaq U.,Rehman,additional,"Women University Swabi, Pakistan",10.1177/21582440211040411
Halis,Sakız,first,"Mardin Artuklu University, Turkey",10.1177/21582440211021396
Zeliha,Tören,additional,"Bingöl University, Turkey + Ankara University, Turkey",10.1177/21582440211021396
Hatice,Yıldırım,additional,"University of Exeter, UK",10.1177/21582440211021396
Sang Do,Park,first,"Konkuk University, Seoul, Republic of Korea",10.1177/21582440221079927
Kolja,Oswald,first,"Donghua University, Shanghai, China",10.1177/21582440211020732
Xiaokang,Zhao,additional,"Donghua University, Shanghai, China",10.1177/21582440211020732
Mithun S.,Ullal,first,"Department of Commerce, MAHE, Manipal",10.1177/21582440211050394
Iqbal Thonse,Hawaldar,additional,"Kingdom University, Sanad, Bahrain",10.1177/21582440211050394
Rashmi,Soni,additional,"Somaiya Vidyavihar University, Mumbai, India",10.1177/21582440211050394
Mohammed,Nadeem,additional,"University of San Francisco, CA, USA",10.1177/21582440211050394
Yong,Liu,first,"Sichuan University, Chengdu, China",10.1177/21582440211002215
Cuihong,Long,additional,"East China Normal University, Shanghai, China",10.1177/21582440211002215
Ping,Lu,first,"Liaoning University, Shenyang, China",10.1177/21582440211067218
Zhihong,Li,additional,"Liaoning University, Shenyang, China",10.1177/21582440211067218
Jianhui,Liu,additional,"Liaoning University, Shenyang, China",10.1177/21582440211067218
Yunxuan,Wang,additional,"Liaoning University, Shenyang, China",10.1177/21582440211067218
Haiyang,Shang,first,"Northwest University of Political Science and Law, Xi’an, China",10.1177/21582440211016345
Fang,Su,additional,"Shaanxi University of Science & Technology, Xi’an, China",10.1177/21582440211016345
Serhat,Yüksel,additional,"İstanbul Medipol University, Turkey",10.1177/21582440211016345
Hasan,Dinçer,additional,"İstanbul Medipol University, Turkey",10.1177/21582440211016345
Daimi,Koçak,first,"Erzincan Binali Yıldırım University, Turkey",10.1177/21582440221079933
Gökhan,Kerse,additional,"Karamanoglu Mehmetbey University, Karaman, Turkey",10.1177/21582440221079933
Karunanithi,Kriskkumar,first,"School of Business and Economics, Universiti Putra Malaysia, Selangor, Malaysia",10.1177/21582440221079936
Niaz Ahmad Mohd,Naseem,additional,"School of Business and Economics, Universiti Putra Malaysia, Selangor, Malaysia",10.1177/21582440221079936
Wan Ngah Wan,Azman-Saini,additional,"School of Business and Economics, Universiti Putra Malaysia, Selangor, Malaysia",10.1177/21582440221079936
Ayesha,Masood,first,"School of Management, University of Science and Technology, Hefei, China",10.1177/21582440221079905
Adeel,Luqman,additional,"Fatima Jinnah Women University, Rawalpindi, Pakistan",10.1177/21582440221079905
Yang,Feng,additional,"School of Management, University of Science and Technology, Hefei, China",10.1177/21582440221079905
Fakhar,Shahzad,additional,"School of Management, Jiangsu University, Zhenjiang, China",10.1177/21582440221079905
Gentian,Qejvanaj,first,"Zhejiang University, Hangzhou, China",10.1177/21582440211037662
Farai,Maunganidze,first,"University of Pretoria, South Africa",10.1177/2158244021994802
Debby,Bonnin,additional,"University of Pretoria, South Africa",10.1177/2158244021994802
Shaun,Ruggunan,additional,"University of KwaZulu-Natal, Durban, South Africa",10.1177/2158244021994802
Mohamed,Mohiya,first,"Prince Sattam Bin Abdulaziz University, Al-Kharj, Saudi Arabia",10.1177/21582440211054496
M. M.,Sulphey,additional,"Prince Sattam Bin Abdulaziz University, Al-Kharj, Saudi Arabia",10.1177/21582440211054496
Neophytos,Georgiou,first,"The University of Adelaide, South Australia, Australia",10.1177/21582440211006131
Paul,Delfabbro,additional,"The University of Adelaide, South Australia, Australia",10.1177/21582440211006131
Ryan,Balzan,additional,"Flinders University, Adelaide, South Australia, Australia",10.1177/21582440211006131
Isabella Tamine Parra,Miranda,first,"Universidade Tecnológica Federal do Paraná, Ponta Grossa, Brazil",10.1177/21582440211013780
Juliana,Moletta,additional,"Universidade Tecnológica Federal do Paraná, Ponta Grossa, Brazil",10.1177/21582440211013780
Bruno,Pedroso,additional,"Universidade Estadual de Ponta Grossa, Brazil",10.1177/21582440211013780
Luiz Alberto,Pilatti,additional,"Universidade Tecnológica Federal do Paraná, Ponta Grossa, Brazil",10.1177/21582440211013780
Claudia Tania,Picinin,additional,"Universidade Tecnológica Federal do Paraná, Ponta Grossa, Brazil",10.1177/21582440211013780
E. Chuke,Nwude,first,"University of Nigeria, Enugu, Nigeria",10.1177/2158244020988543
Comfort Amaka,Nwude,additional,"University of Nigeria, Enugu, Nigeria",10.1177/2158244020988543
Debing,Feng,first,"Hangzhou Normal University, Hangzhou, China",10.1177/21582440221078855
Xiangxiang,Wu,additional,"Hangzhou Normal University, Hangzhou, China",10.1177/21582440221078855
Ugochukwu Simeon,Asogwa,first,"University of Nigeria, Nsukka, Nigeria",10.1177/21582440221079817
Oluwaseyi John,Jemisenia,additional,"University of Nigeria, Nsukka, Nigeria",10.1177/21582440221079817
Nicholas Uchechukwu,Asogwa,additional,"University of Nigeria, Nsukka, Nigeria",10.1177/21582440221079817
Abdullah Al,Mamun,first,"Faculty of Business and Management, UCSI University, Kuala Lumpur, Malaysia",10.1177/21582440211061373
Muhammad Khalilur,Rahman,additional,"Faculty of Entrepreneurship and Business, Universiti Malaysia Kelantan, Kelantan, Malaysia",10.1177/21582440211061373
Uma Thevi,Munikrishnan,additional,"Faculty of Business and Management, UCSI University, Kuala Lumpur, Malaysia",10.1177/21582440211061373
P. Yukthamarani,Permarupan,additional,"Faculty of Entrepreneurship and Business, Universiti Malaysia Kelantan, Kelantan, Malaysia",10.1177/21582440211061373
Imran,Yousaf,first,"Air University, Islamabad, Pakistan",10.1177/21582440211029911
Shoaib,Ali,additional,"Air University, Islamabad, Pakistan",10.1177/21582440211029911
Elie,Bouri,additional,"Lebanese American University, Beirut, Lebanon",10.1177/21582440211029911
Anupam,Dutta,additional,"University of Vaasa, Finland",10.1177/21582440211029911
Oberiri Destiny,Apuke,first,"Universiti Sains Malaysia, Malaysia + Taraba State University, Jalingo, Nigeria",10.1177/21582440211032675
Bahiyah,Omar,additional,"Universiti Sains Malaysia, Malaysia",10.1177/21582440211032675
Zhenxing,Gong,first,"Liaocheng University, China + University of Wisconsin–Madison, USA",10.1177/2158244020983305
Meiying,Li,additional,"Liaocheng University, China",10.1177/2158244020983305
Xiaoqing,Niu,additional,"Liaocheng University, China",10.1177/2158244020983305
Peggy A.,Kakisina,first,"Universitas Brawijaya, Malang, Jawa Timur, Indonesia",10.1177/21582440221079884
Tantri R.,Indhiarti,additional,"Universitas Brawijaya, Malang, Jawa Timur, Indonesia",10.1177/21582440221079884
Muchamad Sholakhuddin,Al Fajri,additional,"Universitas Airlangga, Surabaya, Indonesia",10.1177/21582440221079884
Khansa,Zaman,first,"Shaheed Zulfiqar Ali Bhutto Medical University, SZABIST, Islamabad, Pakistan",10.1177/21582440221079622
Sajid,Bashir,additional,"NAMAL University, Mianwali, Pakistan",10.1177/21582440221079622
Zahra,Afaq,additional,"NAMAL University, Mianwali, Pakistan",10.1177/21582440221079622
Naimah,Khan,additional,"Roots Ivy International University, Rawalpindi, Pakistan",10.1177/21582440221079622
Bradley D.,Marianno,first,"University of Nevada, Las Vegas, USA",10.1177/2158244020988684
Paul,Bruno,additional,"University of Illinois at Urbana–Champaign, USA",10.1177/2158244020988684
Kathrine O.,Strunk,additional,"Michigan State University, East Lansing, USA",10.1177/2158244020988684
Hiroka,Baba,first,"Department of Work Systems and Health, Institute of Industrial Ecological Sciences, University of Occupational and Environmental Health, Fukuoka, Japan",10.1177/21582440221082134
Kazunori,Ikegami,additional,"Department of Work Systems and Health, Institute of Industrial Ecological Sciences, University of Occupational and Environmental Health, Fukuoka, Japan",10.1177/21582440221082134
Hajime,Ando,additional,"Department of Work Systems and Health, Institute of Industrial Ecological Sciences, University of Occupational and Environmental Health, Fukuoka, Japan",10.1177/21582440221082134
Hisashi,Eguchi,additional,"Department of Mental Health, Institute of Industrial Ecological Sciences, University of Occupational and Environmental Health, Fukuoka, Japan",10.1177/21582440221082134
Mayumi,Tsuji,additional,"Department of Environmental Health, School of Medicine, University of Occupational and Environmental Health, Fukuoka, Japan",10.1177/21582440221082134
Seiichiro,Tateishi,additional,"Department of Occupational Medicine, School of Medicine, University of Occupational and Environmental Health, Fukuoka, Japan",10.1177/21582440221082134
Masako,Nagata,additional,"Department of Occupational Health Practice and Management, Institute of Industrial Ecological Sciences, University of Occupational and Environmental Health, Fukuoka, Japan",10.1177/21582440221082134
Shinya,Matsuda,additional,"Department of Public Health, School of Medicine, University of Occupational and Environmental Health, Fukuoka, Japan",10.1177/21582440221082134
Yoshihisa,Fujino,additional,"Department of Environmental Epidemiology, Institute of Industrial Ecological Sciences, University of Occupational and Environmental Health, Fukuoka, Japan",10.1177/21582440221082134
,,additional,,10.1177/21582440221082134
Abdulkhaliq,Alazzawie,first,"University of Nizwa, Nizwa, Al Dakhilya, Sultanate of Oman",10.1177/21582440221082124
Eun-Young,Park,first,"Jeonju University, South Korea",10.1177/21582440211040790
Hyojeong,Seo,additional,"Kongju National University, Gongju, South Korea",10.1177/21582440211040790
Kwang-Sun Cho,Blair,additional,"University of South Florida, Tampa, USA",10.1177/21582440211040790
Min-Chae,Kang,additional,"Joongbu University, Geumsan, South Korea",10.1177/21582440211040790
Swastika,Chakravorty,first,"Jawaharlal Nehru University, New Delhi, India",10.1177/21582440211008178
Srinivas,Goli,additional,"Jawaharlal Nehru University, New Delhi, India + Australia India Institute, The University of Western Australia, Perth, Australia",10.1177/21582440211008178
K. S.,James,additional,"International Institute for Population Sciences, Mumbai, India",10.1177/21582440211008178
Lantao,Zhu,first,"Ningbo City College of Vocational Technology, Zhejiang, China",10.1177/21582440211047591
Xi,Li,additional,"City University of Macau, Taipa, China",10.1177/21582440211047591
YingChuan,Wang,additional,"City University of Macau, Taipa, China",10.1177/21582440211047591
Andrew,Schenck,first,"SUNY Korea, Incheon, South Korea",10.1177/21582440211047558
Ana Maria Magalhães,Correia,first,"Universidade Federal da Paraíba, Mamanguape, Brazil",10.1177/21582440211037303
Claudimar Pereira da,Veiga,additional,"Universidade Federal do Paraná, Curitiba, Brazil",10.1177/21582440211037303
Carlos Otávio,Senff,additional,"Instituto de Previdência do Município de Mafra, Brazil",10.1177/21582440211037303
Luiz Carlos,Duclós,additional,"University of Southern California, Los Angeles, USA",10.1177/21582440211037303
Michelle,Kuenzi,first,"University of Nevada, Las Vegas, USA",10.1177/21582440211017878
Hafthor,Erlingsson,additional,"Lamar State College Port Arthur,Texas, USA",10.1177/21582440211017878
John P.,Tuman,additional,"University of Nevada, Las Vegas, USA",10.1177/21582440211017878
Sinakekelwe,Khumalo,first,"University of KwaZulu-Natal, Durban, South Africa + Human Sciences Research Council, Durban, South Africa",10.1177/21582440211040114
Musawenkosi,Mabaso,additional,"Human Sciences Research Council, Durban, South Africa",10.1177/21582440211040114
Tawanda,Makusha,additional,"Human Sciences Research Council, Durban, South Africa",10.1177/21582440211040114
Myra,Taylor,additional,"University of KwaZulu-Natal, Durban, South Africa",10.1177/21582440211040114
Ahlam,Alharbi,first,"Imam Abdulrahman Bin Faisal University, Dammam, Saudi Arabia",10.1177/21582440211066896
Jun,Moriya,first,"Kansai University, Osaka, Japan",10.1177/2158244021997821
Ameera,Almessabi,first,"United Arab Emirates University, Al Ain, UAE",10.1177/21582440211043927
Soo Young,Shin,first,"Yeungnam University, Gyeongsan, Republic of Korea",10.1177/21582440211006144
Cheol Young,Kim,additional,"Myongji University, Seoul, Republic of Korea",10.1177/21582440211006144
Zhonggen,Yu,first,"Beijing Language and Culture University, China",10.1177/21582440211068474
Mingle,Gao,additional,"Beijing Language and Culture University, China",10.1177/21582440211068474
Pei-Hsuan,Tsai,first,"National Penghu University of Science and Technology, Magong City",10.1177/2158244020988286
Chih-Jou,Chen,additional,"National Penghu University of Science and Technology, Magong City",10.1177/2158244020988286
Ho-Chin,Yang,additional,"Shih Hsin University, Taipei City",10.1177/2158244020988286
Elif Nilay,Ada,first,"Mersin University, Turkey",10.1177/21582440211059175
Ali Haydar,Serin,additional,"Mersin University, Turkey",10.1177/21582440211059175
Zekai,Pehlivan,additional,"Mersin University, Turkey",10.1177/21582440211059175
Fatma,Çepikkurt,additional,"Mersin University, Turkey",10.1177/21582440211059175
Hasan,Ahmad,additional,"The Public Authority for Applied Education and Training, Kuwait City, Kuwait",10.1177/21582440211059175
Zişan,Kazak,additional,"Ege University, Izmir, Turkey",10.1177/21582440211059175
Lulwa,Khalid,first,"Bahrain Teachers College, University of Bahrain Zallaq, The Kingdom of Bahrain",10.1177/21582440211036094
Jawaher,Bucheerei,additional,"Bahrain Teachers College, University of Bahrain Zallaq, The Kingdom of Bahrain",10.1177/21582440211036094
Mohammed,Issah,additional,"Bahrain Teachers College, University of Bahrain Zallaq, The Kingdom of Bahrain",10.1177/21582440211036094
Başak,Karakoç Öztürk,first,"Çukurova University, Adana, Turkey",10.1177/21582440211016841
İlknur,Bayram,first,"TED University, Ankara, Turkey",10.1177/21582440211023771
Fatma,Bıkmaz,additional,"Ankara University, Turkey",10.1177/21582440211023771
Guan,Huang,first,"Xiamen University Tan Kah Kee College, China",10.1177/21582440211032633
Zhuang,Cai,additional,"Jilin University, Changchun, China",10.1177/21582440211032633
Jose Luis,Retolaza,first,"University of Deusto, Bilbao, Spain",10.1177/21582440211003865
Leire,San-Jose,additional,"University of Huddersfield, UK + Universidad del País Vasco/Euskal Herriko Unibertsitatea (UPV/EHU), Bilbao, Spain",10.1177/21582440211003865
Huy-Cuong,Vo-Thai,first,"Strategy and Development of Emerging Industry, College of Management, National Chi Nan University, Puli Township, Nantou County, Taiwan (R.O.C)",10.1177/21582440211032169
Trinh-Hoang,Hong-Hue,additional,"Faculty of Economics, University of Economics and Law, Ho Chi Minh City, Vietnam + Vietnam National University of Ho Chi Minh City, Ho Chi Minh City, Vietnam",10.1177/21582440211032169
My-Linh,Tran,additional,"Strategy and Development of Emerging Industry, College of Management, National Chi Nan University, Puli Township, Nantou County, Taiwan (R.O.C)",10.1177/21582440211032169
Kerstin,Roger,first,"University of Manitoba, Winnipeg, Canada",10.1177/21582440211053256
Christine A.,Walsh,additional,"University of Calgary, AB, Canada",10.1177/21582440211053256
Donna,Goodridge,additional,"University of Saskatchewan, Saskatoon, Canada",10.1177/21582440211053256
Stacey,Miller,additional,"A&O: Support Services for Older Adults, Manitoba, Winnipeg, MB, Canada",10.1177/21582440211053256
Marina,Cewick,additional,"University of Manitoba, Winnipeg, MB, Canada",10.1177/21582440211053256
Carla,Liepert,additional,"Faculty of Social Work, University of Calgary, Alberta",10.1177/21582440211053256
Amira,Daouk,first,"Girne American University, Northern Cyprus",10.1177/21582440211061563
Panteha,Farmanesh,additional,"Girne American University, Northern Cyprus",10.1177/21582440211061563
Pouya,Zargar,additional,"Girne American University, Northern Cyprus",10.1177/21582440211061563
Dondukova,Oyuna,first,"Nanchang University, China",10.1177/21582440211026269
Liu,Yaobin,additional,"Nanchang University, China",10.1177/21582440211026269
Emma Serwaa,Obobisa,first,"Jiangsu University, Zhenjiang, People’s Republic of China",10.1177/21582440211064899
Haibo,Chen,additional,"Jiangsu University, Zhenjiang, People’s Republic of China",10.1177/21582440211064899
Emmanuel Caesar,Ayamba,additional,"Jiangsu University, Zhenjiang, People’s Republic of China + Bolgatanga Technical University, Sumbrungu, Ghana",10.1177/21582440211064899
Claudia,Nyarko Mensah,additional,"Jiangsu University, Zhenjiang, People’s Republic of China + Ho Technical University, Volta Region, Ghana",10.1177/21582440211064899
Helen,Briassoulis,first,"University of the Aegean, Mytilene, Lesvos, Greece",10.1177/21582440211001354
Aloyce R.,Kaliba,first,"Southern University and A&M College, Baton Rouge, LA, USA",10.1177/2158244020979992
Anne G.,Gongwe,additional,"International Crop Research Institute for Semi-Arid Crops, Bulawayo, Zimbabwe",10.1177/2158244020979992
Kizito,Mazvimavi,additional,"St. Augustine University of Tanzania, Mwanza, Tanzania",10.1177/2158244020979992
Ashagre,Yigletu,additional,"Southern University and A&M College, Baton Rouge, LA, USA",10.1177/2158244020979992
Wenzhang,Zhou,first,"School of Law, Shandong Unversity, Qingdao, China",10.1177/21582440211033268
Haijun,Bao,additional,"Zhejiang University City College, Zhejiang University of Finance & Economics, Hangzhou, China",10.1177/21582440211033268
Beibei,Chen,first,"East China Normal University, Shanghai, China",10.1177/21582440211026274
Nishwa Iqbal,Dar,first,"International Islamic University Islamabad, Pakistan",10.1177/21582440211027896
Syed Zulfiqar Ali,Shah,additional,"International Islamic University Islamabad, Pakistan",10.1177/21582440211027896
Zeeshan,Ahmed,additional,"University of Lahore, Gujrat, Pakistan",10.1177/21582440211027896
Gongyi,Zhang,first,"Jilin University, Changchun, China",10.1177/2158244020988858
Chang,Zhang,additional,"Jilin University, Changchun, China",10.1177/2158244020988858
Hongguang,Nie,additional,"Changchun University of Science and Technology, Changchun, China",10.1177/2158244020988858
Raffael,Heiss,first,"Management Center Innsbruck, Austria",10.1177/21582440211016428
Desirée,Schmuck,additional,"Katholieke Universiteit, Leuven, Belgium",10.1177/21582440211016428
Jörg,Matthes,additional,"University of Vienna, Austria",10.1177/21582440211016428
Carolin,Eicher,additional,"University of Vienna, Austria",10.1177/21582440211016428
Ozan,Şenkal,first,"Çukurova University, Adana, Akdeniz, Turkey",10.1177/21582440211067239
Resul,Kanık,additional,"Yıldırım Beyazıt Vocational School—Saricam, Adana, Turkey",10.1177/21582440211067239
Mehmet Emre,Sezgin,additional,"Çukurova University, Adana, Akdeniz, Turkey",10.1177/21582440211067239
Özgül Akın,Şenkal,additional,"Çukurova University, Adana, Akdeniz, Turkey",10.1177/21582440211067239
Ping,Li,first,"Qufu Normal University, Shandong, China",10.1177/21582440211046944
Chuanmao,Tian,additional,"Yangtze University, Jingzhou, China",10.1177/21582440211046944
Cristina,Petrucci,first,"University of L’Aquila, Italy",10.1177/21582440211032192
Elona,Gaxhja,additional,"University of L’Aquila, Italy",10.1177/21582440211032192
Carmen,La Cerra,additional,"University of L’Aquila, Italy",10.1177/21582440211032192
Valeria,Caponnetto,additional,"University of L’Aquila, Italy",10.1177/21582440211032192
Vittorio,Masotta,additional,"University of L’Aquila, Italy",10.1177/21582440211032192
Angelo,Dante,additional,"University of L’Aquila, Italy",10.1177/21582440211032192
Loreto,Lancia,additional,"University of L’Aquila, Italy",10.1177/21582440211032192
Po-Chien,Chang,first,"School of Business, Macau University of Science and Technology, Macau, China",10.1177/21582440211004167
Honglei,Rui,additional,"School of Business, Macau University of Science and Technology, Macau, China + School of Economics and Trade, Guangxi University of Finance and Economics, Nanning, China",10.1177/21582440211004167
Ting,Wu,additional,"School of Business, Macau University of Science and Technology, Macau, China",10.1177/21582440211004167
Kenneth L.,Waters,first,"Azusa Pacific University, CA, USA",10.1177/21582440211014178
Çağıl T.,Etkin,first,"Cyprus International University, Lefkosa, Turkey",10.1177/21582440211050402
Nusret Sinan,Evcan,additional,"Cyprus International University, Lefkosa, Turkey",10.1177/21582440211050402
Senad,Bećirović,first,"International Burch University, Ilidža, Sarajevo, Bosnia and Herzegovina",10.1177/21582440221078016
Vildana,Dubravac,additional,"International Burch University, Ilidža, Sarajevo, Bosnia and Herzegovina",10.1177/21582440221078016
Amna,Brdarević-Čeljo,additional,"International Burch University, Ilidža, Sarajevo, Bosnia and Herzegovina",10.1177/21582440221078016
Abdul,Waheed,first,"Shenzhen University, China + University of Management and Technology, Lahore, Pakistan",10.1177/21582440211006714
