DOI,prefix,title,language,container-title,ISSN,publisher,URL,issued,published,published-online,indexed,created,reference-count,is-referenced-by-count,type,member
10.20935/al1270,10.20935,The virgin from Is 7:14 in Jerome's translation,en,Academia Letters,2771-9359,Academia.edu,http://dx.doi.org/10.20935/al1270,2021-6-24,2021-6-24,2021-6-24,2022-3-8,2021-7-12,0,0,journal-article,9563
10.20935/al1376,10.20935,Deaths in the Family and the Marindukanon Taboo on Eating 'Buwigan',en,Academia Letters,2771-9359,Academia.edu,http://dx.doi.org/10.20935/al1376,2021-6-30,2021-6-30,2021-6-30,2022-3-8,2021-6-30,0,0,journal-article,9563
10.20935/al1645,10.20935,Did Indo-European Languages Stem From a Trans-Eurasian Original Language,en,Academia Letters,2771-9359,Academia.edu,http://dx.doi.org/10.20935/al1645,2021-7-12,2021-7-12,2021-7-12,2022-3-8,2021-7-14,0,0,journal-article,9563
10.20935/al1689,10.20935,BREEDING AND HARVESTING WATER IN THE AYMARAS COMMUNITIES OF PUNO-PERU,en,Academia Letters,2771-9359,Academia.edu,http://dx.doi.org/10.20935/al1689,2021-7-12,2021-7-12,2021-7-12,2022-3-8,2021-7-13,0,0,journal-article,9563
10.20935/al1564,10.20935,Social theory and dental look,en,Academia Letters,2771-9359,Academia.edu,http://dx.doi.org/10.20935/al1564,2021-7-2,2021-7-2,2021-7-2,2022-3-8,2021-7-8,0,0,journal-article,9563
10.20935/al1129,10.20935,RNA Editing with CRISPR Cas13,en,Academia Letters,2771-9359,Academia.edu,http://dx.doi.org/10.20935/al1129,2021-6-15,2021-6-15,2021-6-15,2022-3-8,2021-7-13,0,0,journal-article,9563
10.20935/al1722,10.20935,Revisiting the Sustainable Tourism in Indonesia,en,Academia Letters,2771-9359,Academia.edu,http://dx.doi.org/10.20935/al1722,2021-7-13,2021-7-13,2021-7-13,2022-3-8,2021-7-16,0,0,journal-article,9563
10.20935/al1518,10.20935,SUPER PEST MAY FACE SEVERE ONSLAUGHT OF MOTHER NATURE,en,Academia Letters,2771-9359,Academia.edu,http://dx.doi.org/10.20935/al1518,2021-7-2,2021-7-2,2021-7-2,2022-3-8,2021-7-14,0,0,journal-article,9563
10.20935/al1551,10.20935,(T)Jukurrpa as Strong Examples of Heideggerian Topology,en,Academia Letters,2771-9359,Academia.edu,http://dx.doi.org/10.20935/al1551,2021-7-2,2021-7-2,2021-7-2,2022-3-8,2021-7-14,0,0,journal-article,9563
10.20935/al1099,10.20935,History of Scenography in the Seventeenth Century. Heirs of Buontalenti: Giulio Parigi,en,Academia Letters,2771-9359,Academia.edu,http://dx.doi.org/10.20935/al1099,2021-6-14,2021-6-14,2021-6-14,2022-3-8,2021-7-15,0,0,journal-article,9563
10.20935/al1901,10.20935,Striking a balance between decongesting prisons and successful offender reintegration: a critical analysis of massive offender releases in mitigating against spread of COVID 19 in prisons,en,Academia Letters,2771-9359,Academia.edu,http://dx.doi.org/10.20935/al1901,2021-7-14,2021-7-14,2021-7-14,2022-3-8,2021-7-15,0,0,journal-article,9563
10.20935/al2112,10.20935,STRATEGIC MANAGEMENT OF LOCAL GOVERNMENTS IN BRAZIL AND INTERNATIONAL INSERTION: RETHINKING GEOGRAPHIC SCALES,en,Academia Letters,2771-9359,Academia.edu,http://dx.doi.org/10.20935/al2112,2021-7-15,2021-7-15,2021-7-15,2022-3-8,2021-7-20,0,0,journal-article,9563
10.20935/al2093,10.20935,Non-binary identities and the Elan-Cane case,en,Academia Letters,2771-9359,Academia.edu,http://dx.doi.org/10.20935/al2093,2021-7-15,2021-7-15,2021-7-15,2022-3-8,2021-7-19,0,0,journal-article,9563
10.20935/al2361,10.20935,Pandemic in the Era of Liquid Modernity,en,Academia Letters,2771-9359,Academia.edu,http://dx.doi.org/10.20935/al2361,2021-7-25,2021-7-25,2021-7-25,2022-3-8,2021-7-26,0,0,journal-article,9563
10.20935/al1777,10.20935,Sublingual allergen immunotherapy is safe and effective: the Brazilian experience,en,Academia Letters,2771-9359,Academia.edu,http://dx.doi.org/10.20935/al1777,2021-7-13,2021-7-13,2021-7-13,2022-3-8,2021-7-20,0,0,journal-article,9563
10.20935/al1141,10.20935,ENTREPRENEURSHIP AND COVID-19: CHALLENGES AND OPPORTUNITIES,en,Academia Letters,2771-9359,Academia.edu,http://dx.doi.org/10.20935/al1141,2021-6-15,2021-6-15,2021-6-15,2022-3-8,2021-7-15,0,0,journal-article,9563
10.20935/al1563,10.20935,The sustainable (compact) city: urban density and green space for a (post)pandemic urbanism,en,Academia Letters,2771-9359,Academia.edu,http://dx.doi.org/10.20935/al1563,2021-7-2,2021-7-2,2021-7-2,2022-3-8,2021-7-14,0,0,journal-article,9563
10.20935/al2348,10.20935,Best Practices of Inclusive Education in Himachal Pradesh,en,Academia Letters,2771-9359,Academia.edu,http://dx.doi.org/10.20935/al2348,2021-7-25,2021-7-25,2021-7-25,2022-3-8,2021-7-27,0,0,journal-article,9563
10.20935/al2086,10.20935,Understanding the Global Interpretive Community,en,Academia Letters,2771-9359,Academia.edu,http://dx.doi.org/10.20935/al2086,2021-7-15,2021-7-15,2021-7-15,2022-3-8,2021-7-19,0,0,journal-article,9563
10.20935/al1892,10.20935,"EXPERIENCES, REFLECTIONS, AND INSIGHTS: Reading, Writing, and Children's Inside Worlds",en,Academia Letters,2771-9359,Academia.edu,http://dx.doi.org/10.20935/al1892,2021-7-14,2021-7-14,2021-7-14,2022-3-8,2021-7-14,0,0,journal-article,9563
10.20935/al1802,10.20935,"Values, theory, and the shape of national harassment law: Possible convergence?",en,Academia Letters,2771-9359,Academia.edu,http://dx.doi.org/10.20935/al1802,2021-7-13,2021-7-13,2021-7-13,2022-3-8,2021-7-14,0,0,journal-article,9563
10.20935/al1833,10.20935,Employee engagement and balance scorecard performance in full- and select-service hotels,en,Academia Letters,2771-9359,Academia.edu,http://dx.doi.org/10.20935/al1833,2021-7-13,2021-7-13,2021-7-13,2022-3-8,2021-7-16,0,0,journal-article,9563
10.20935/al1998,10.20935,Need some inspiration for blockchain research? Try tokenization!,en,Academia Letters,2771-9359,Academia.edu,http://dx.doi.org/10.20935/al1998,2021-7-14,2021-7-14,2021-7-14,2022-3-8,2021-7-20,0,0,journal-article,9563
10.20935/al1947,10.20935,A Review of The Good Lord Bird,en,Academia Letters,2771-9359,Academia.edu,http://dx.doi.org/10.20935/al1947,2021-7-14,2021-7-14,2021-7-14,2022-3-8,2021-7-16,0,0,journal-article,9563
10.20935/al1580,10.20935,Universalism in Human Resource Management,en,Academia Letters,2771-9359,Academia.edu,http://dx.doi.org/10.20935/al1580,2021-7-7,2021-7-7,2021-7-7,2022-3-8,2021-7-14,0,0,journal-article,9563
10.20935/al1332,10.20935,Technology in historical study: Iron culture and History of Assam,en,Academia Letters,2771-9359,Academia.edu,http://dx.doi.org/10.20935/al1332,2021-6-28,2021-6-28,2021-6-28,2022-3-8,2021-7-16,0,0,journal-article,9563
10.20935/al1053,10.20935,The need for economics education in Vietnam high school curriculum: A preliminary observation,en,Academia Letters,2771-9359,Academia.edu,http://dx.doi.org/10.20935/al1053,2021-6-11,2021-6-11,2021-6-11,2022-3-8,2021-7-16,0,0,journal-article,9563
10.20935/al1396,10.20935,E-learning has been around for years. A proposed methodological framework for post graduate students,en,Academia Letters,2771-9359,Academia.edu,http://dx.doi.org/10.20935/al1396,2021-6-30,2021-6-30,2021-6-30,2022-3-8,2021-7-15,0,0,journal-article,9563
10.20935/al1554,10.20935,PANDEMICS AND THE CHURCH AND STATE IN HISTORY,en,Academia Letters,2771-9359,Academia.edu,http://dx.doi.org/10.20935/al1554,2021-7-2,2021-7-2,2021-7-2,2022-3-8,2021-7-14,0,0,journal-article,9563
10.20935/al1569,10.20935,IS THE WILL AN ILLUSION ?,en,Academia Letters,2771-9359,Academia.edu,http://dx.doi.org/10.20935/al1569,2021-7-7,2021-7-7,2021-7-7,2022-3-8,2021-7-14,0,0,journal-article,9563
10.20935/al1747,10.20935,Joseph Andrews as a Picaresque Novel,en,Academia Letters,2771-9359,Academia.edu,http://dx.doi.org/10.20935/al1747,2021-7-13,2021-7-13,2021-7-13,2022-3-8,2021-7-18,0,0,journal-article,9563
10.20935/al1930,10.20935,Alienation as a theme depicted in ‘The Kite Runner’,en,Academia Letters,2771-9359,Academia.edu,http://dx.doi.org/10.20935/al1930,2021-7-14,2021-7-14,2021-7-14,2022-3-8,2021-7-21,0,0,journal-article,9563
10.20935/al2067,10.20935,From Risk-Aversion to Optimistic Adventurism: How Xi Jinping is Furthering the ‘Chinese Dream’.,en,Academia Letters,2771-9359,Academia.edu,http://dx.doi.org/10.20935/al2067,2021-7-15,2021-7-15,2021-7-15,2022-3-8,2021-7-19,0,0,journal-article,9563
10.20935/al2283,10.20935,The Blessing Ritual of Assam,en,Academia Letters,2771-9359,Academia.edu,http://dx.doi.org/10.20935/al2283,2021-7-20,2021-7-20,2021-7-20,2022-3-8,2021-7-22,0,0,journal-article,9563
10.20935/al2134,10.20935,What is the worst that can happen? Rejection? Submit it!,en,Academia Letters,2771-9359,Academia.edu,http://dx.doi.org/10.20935/al2134,2021-7-15,2021-7-15,2021-7-15,2022-3-8,2021-7-20,0,0,journal-article,9563
10.20935/al2219,10.20935,Oratory: A Critical Leadership Skill For Physicians,en,Academia Letters,2771-9359,Academia.edu,http://dx.doi.org/10.20935/al2219,2021-7-16,2021-7-16,2021-7-16,2022-3-8,2021-7-22,0,0,journal-article,9563
10.20935/al1890,10.20935,"A Critical Analysis of the Public Visibility of Muslim Women and the Sharīʿah Concepts of Khulwah, ‘Awrah and Ḥijāb",en,Academia Letters,2771-9359,Academia.edu,http://dx.doi.org/10.20935/al1890,2021-7-14,2021-7-14,2021-7-14,2022-3-8,2021-7-14,0,0,journal-article,9563
10.20935/al1830,10.20935,Health Information Systems’ Integration Project Using Rhapsody Engine,en,Academia Letters,2771-9359,Academia.edu,http://dx.doi.org/10.20935/al1830,2021-7-13,2021-7-13,2021-7-13,2022-3-8,2021-7-16,0,0,journal-article,9563
10.20935/al1390,10.20935,Looking to Beyond of the Rubicon: Cyber Threats and Nuclear Fear,en,Academia Letters,2771-9359,Academia.edu,http://dx.doi.org/10.20935/al1390,2021-6-30,2021-6-30,2021-6-30,2022-3-8,2021-7-15,0,0,journal-article,9563
10.20935/al1953,10.20935,Potential Improvement of the Impact Strength of Sandwich Structures using Graded Layered Woven Composite Core and Elastomer Skin Additions.,en,Academia Letters,2771-9359,Academia.edu,http://dx.doi.org/10.20935/al1953,2021-7-14,2021-7-14,2021-7-14,2022-3-8,2021-7-19,0,0,journal-article,9563
10.20935/al2124,10.20935,About the morality of economic policies principles,en,Academia Letters,2771-9359,Academia.edu,http://dx.doi.org/10.20935/al2124,2021-7-15,2021-7-15,2021-7-15,2022-3-8,2021-7-20,0,0,journal-article,9563
10.20935/al1627,10.20935,The Phenomenological Reader: The Slippery Lost Year of Infinite Jest,en,Academia Letters,2771-9359,Academia.edu,http://dx.doi.org/10.20935/al1627,2021-7-8,2021-7-8,2021-7-8,2022-3-8,2021-7-13,0,0,journal-article,9563
10.20935/al2332,10.20935,“COVID keepers”: The teaching strategies we should hold onto after the pandemic ends,en,Academia Letters,2771-9359,Academia.edu,http://dx.doi.org/10.20935/al2332,2021-7-25,2021-7-25,2021-7-25,2022-3-8,2021-7-27,0,0,journal-article,9563
10.20935/al2464,10.20935,Risk Culture Is a Necessary Condition for Enterprise Risk Management to Succeed,en,Academia Letters,2771-9359,Academia.edu,http://dx.doi.org/10.20935/al2464,2021-7-29,2021-7-29,2021-7-29,2022-3-8,2021-7-30,0,0,journal-article,9563
10.20935/al1071,10.20935,The impact of technological progress on the different generations of workers in the European banking industry: the central role of social dialogue to promote age diversity management and knowledge transfer,en,Academia Letters,2771-9359,Academia.edu,http://dx.doi.org/10.20935/al1071,2021-6-11,2021-6-11,2021-6-11,2022-3-8,2021-7-12,0,0,journal-article,9563
10.20935/al1961,10.20935,Rethinking the Mind-space: A Non-commutative Approach to Psychology,en,Academia Letters,2771-9359,Academia.edu,http://dx.doi.org/10.20935/al1961,2021-7-14,2021-7-14,2021-7-14,2022-3-8,2021-7-16,0,0,journal-article,9563
10.20935/al1697,10.20935,"Over a Bridge, by Chance, at Night: The Fantastic in Woody Allen’s Midnight in Paris",en,Academia Letters,2771-9359,Academia.edu,http://dx.doi.org/10.20935/al1697,2021-7-12,2021-7-12,2021-7-12,2022-3-8,2021-7-13,0,0,journal-article,9563
10.20935/al1663,10.20935,THE NAME OF KING WAMBA,en,Academia Letters,2771-9359,Academia.edu,http://dx.doi.org/10.20935/al1663,2021-7-12,2021-7-12,2021-7-12,2022-3-8,2021-7-13,0,0,journal-article,9563
10.20935/al2190,10.20935,Practical Wisdom and Emerging Public Health Threats,en,Academia Letters,2771-9359,Academia.edu,http://dx.doi.org/10.20935/al2190,2021-7-16,2021-7-16,2021-7-16,2022-3-8,2021-7-22,0,0,journal-article,9563
10.20935/al2107,10.20935,Beirut Post Blast Reconstruction,en,Academia Letters,2771-9359,Academia.edu,http://dx.doi.org/10.20935/al2107,2021-7-15,2021-7-15,2021-7-15,2022-3-8,2021-7-21,0,0,journal-article,9563
10.20935/al2252,10.20935,Report on Metanarratives of Disability Project,en,Academia Letters,2771-9359,Academia.edu,http://dx.doi.org/10.20935/al2252,2021-7-17,2021-7-17,2021-7-17,2022-3-8,2021-7-21,0,0,journal-article,9563
10.20935/al2178,10.20935,Policing the migrants in times of covid-19,en,Academia Letters,2771-9359,Academia.edu,http://dx.doi.org/10.20935/al2178,2021-7-16,2021-7-16,2021-7-16,2022-3-8,2021-7-22,0,0,journal-article,9563
10.20935/al2096,10.20935,IS RAINWATER HARVESTING THE KEY SOLUTION FOR WATER SCARCE SEMI-ARID REGIONS?,en,Academia Letters,2771-9359,Academia.edu,http://dx.doi.org/10.20935/al2096,2021-7-15,2021-7-15,2021-7-15,2022-3-8,2021-7-19,0,0,journal-article,9563
10.20935/al2261,10.20935,A short report on up to date Stability progress of Perovskite solar cells,en,Academia Letters,2771-9359,Academia.edu,http://dx.doi.org/10.20935/al2261,2021-7-19,2021-7-19,2021-7-19,2022-3-8,2021-7-21,0,0,journal-article,9563
10.20935/al2774,10.20935,NOMINATING A WARFARE FORTRESS FOR THE NATIONAL HERITAGE SITE,en,Academia Letters,2771-9359,Academia.edu,http://dx.doi.org/10.20935/al2774,2021-8-9,2021-8-9,2021-8-9,2022-3-8,2021-8-12,0,0,journal-article,9563
10.20935/al1936,10.20935,How to Ensure a Successful Social Movement in 3 Steps,en,Academia Letters,2771-9359,Academia.edu,http://dx.doi.org/10.20935/al1936,2021-7-14,2021-7-14,2021-7-14,2022-3-8,2021-7-17,0,0,journal-article,9563
10.20935/al1920,10.20935,Jurimetrics: An Introduction,en,Academia Letters,2771-9359,Academia.edu,http://dx.doi.org/10.20935/al1920,2021-7-14,2021-7-14,2021-7-14,2022-3-8,2021-7-21,0,0,journal-article,9563
10.20935/al2176,10.20935,Weedy Rice and the Protracted Initial Domestication of Asian Rice,en,Academia Letters,2771-9359,Academia.edu,http://dx.doi.org/10.20935/al2176,2021-7-16,2021-7-16,2021-7-16,2022-3-8,2021-7-22,0,1,journal-article,9563
10.20935/al2168,10.20935,Health Technology Assessment in India,en,Academia Letters,2771-9359,Academia.edu,http://dx.doi.org/10.20935/al2168,2021-7-16,2021-7-16,2021-7-16,2022-3-8,2021-7-20,0,0,journal-article,9563
10.20935/al1306,10.20935,FERRERO GROUP: ACHIEVING SUSTAINABILITY THROUGH SUPPLY CHAIN INTEGRATION,en,Academia Letters,2771-9359,Academia.edu,http://dx.doi.org/10.20935/al1306,2021-6-25,2021-6-25,2021-6-25,2022-3-8,2021-7-19,0,0,journal-article,9563
10.20935/al2161,10.20935,Turbo: energy efficient air blower,en,Academia Letters,2771-9359,Academia.edu,http://dx.doi.org/10.20935/al2161,2021-7-16,2021-7-16,2021-7-16,2022-3-8,2021-7-20,0,0,journal-article,9563
10.20935/al2394,10.20935,"A permanent Pivot to online learning, or will universities bounce back to normal?",en,Academia Letters,2771-9359,Academia.edu,http://dx.doi.org/10.20935/al2394,2021-7-27,2021-7-27,2021-7-27,2022-3-8,2021-7-28,0,0,journal-article,9563
10.20935/al1776,10.20935,"An exploratory cluster analysis applied on climate data in Amadora, Portugal, 1939/2021",en,Academia Letters,2771-9359,Academia.edu,http://dx.doi.org/10.20935/al1776,2021-7-13,2021-7-13,2021-7-13,2022-3-8,2021-7-19,0,0,journal-article,9563
10.20935/al2251,10.20935,The Effect of Schopenhauer’s Compassionate Metaphysics on the  Primary Characters of Richard Wagner’s Parsifal,en,Academia Letters,2771-9359,Academia.edu,http://dx.doi.org/10.20935/al2251,2021-7-17,2021-7-17,2021-7-17,2022-3-8,2021-7-21,0,0,journal-article,9563
10.20935/al3071,10.20935,The Winding Road to Stabilisation: Application of Post-conflict Recovery Responses and Frameworks in Zimbabwe,en,Academia Letters,2771-9359,Academia.edu,http://dx.doi.org/10.20935/al3071,2021-8-16,2021-8-16,2021-8-16,2022-3-8,2021-8-18,0,0,journal-article,9563
10.20935/al2006,10.20935,"Invasive Sucker-mouth Catfish Pterygoplichthys pardalis (Castellnnau, 1855) in SIS Hotspots",en,Academia Letters,2771-9359,Academia.edu,http://dx.doi.org/10.20935/al2006,2021-7-14,2021-7-14,2021-7-14,2022-3-8,2021-7-20,0,0,journal-article,9563
10.20935/al686,10.20935,Scorpion imagery at early Pre-Pottery Neolithic Körtiktepe,en,Academia Letters,2771-9359,Academia.edu,http://dx.doi.org/10.20935/al686,2021-3-20,2021-3-20,2021-3-20,2022-3-8,2021-8-18,0,0,journal-article,9563
10.20935/al3027,10.20935,"UKRAINIAN AND JEWISH VICISSITUDES, EAST GALICIA: 1918 – 1923 OBJECT – SUBJECT RELATIONSHIPS AND INTERSUBJECTIVITY Existential Analysis",en,Academia Letters,2771-9359,Academia.edu,http://dx.doi.org/10.20935/al3027,2021-8-14,2021-8-14,2021-8-14,2022-3-8,2021-8-18,0,0,journal-article,9563
10.20935/al2791,10.20935,A Study on Social Media Addiction of Young People during COVID-19 in Bangladesh,en,Academia Letters,2771-9359,Academia.edu,http://dx.doi.org/10.20935/al2791,2021-8-9,2021-8-9,2021-8-9,2022-3-8,2021-8-11,0,0,journal-article,9563
10.20935/al1981,10.20935,Judicial activism on ecological governance gaps,en,Academia Letters,2771-9359,Academia.edu,http://dx.doi.org/10.20935/al1981,2021-7-14,2021-7-14,2021-7-14,2022-3-8,2021-7-21,0,0,journal-article,9563
10.20935/al2025,10.20935,Logos Christology in an African Context: “In the Beginning Was Ọ̀rọ̀”,en,Academia Letters,2771-9359,Academia.edu,http://dx.doi.org/10.20935/al2025,2021-7-15,2021-7-15,2021-7-15,2022-3-8,2021-7-19,0,0,journal-article,9563
10.20935/al2212,10.20935,The Role of Orientation and Paradigms in College Mental Health,en,Academia Letters,2771-9359,Academia.edu,http://dx.doi.org/10.20935/al2212,2021-7-16,2021-7-16,2021-7-16,2022-3-8,2021-7-20,0,0,journal-article,9563
10.20935/al2213,10.20935,Preventing Fake News in Formal Education Way,en,Academia Letters,2771-9359,Academia.edu,http://dx.doi.org/10.20935/al2213,2021-7-16,2021-7-16,2021-7-16,2022-3-8,2021-7-20,0,0,journal-article,9563
10.20935/al2619,10.20935,Machine learning to understand marine ecosystem and harness the blue economy,en,Academia Letters,2771-9359,Academia.edu,http://dx.doi.org/10.20935/al2619,2021-8-4,2021-8-4,2021-8-4,2022-3-8,2021-8-17,0,0,journal-article,9563
10.20935/al1881,10.20935,Coalescence of Co-Axial Bubbles in a Stagnant Water Column,en,Academia Letters,2771-9359,Academia.edu,http://dx.doi.org/10.20935/al1881,2021-7-14,2021-7-14,2021-7-14,2022-3-8,2021-7-19,0,0,journal-article,9563
10.20935/al1924,10.20935,Three Steps for University Leaders to Engage Global Challenges,en,Academia Letters,2771-9359,Academia.edu,http://dx.doi.org/10.20935/al1924,2021-7-14,2021-7-14,2021-7-14,2022-3-8,2021-7-20,0,0,journal-article,9563
10.20935/al2351,10.20935,How Language Education and Critical Cosmopolitan Citizenship Can Shape the Future of Humanity.,en,Academia Letters,2771-9359,Academia.edu,http://dx.doi.org/10.20935/al2351,2021-7-25,2021-7-25,2021-7-25,2022-3-8,2021-7-27,0,0,journal-article,9563
10.20935/al1724,10.20935,Spiritual Sickness: A New Perspective and Approach to the Treatment of Psychosis,en,Academia Letters,2771-9359,Academia.edu,http://dx.doi.org/10.20935/al1724,2021-7-13,2021-7-13,2021-7-13,2022-3-8,2021-7-16,0,0,journal-article,9563
10.20935/al1044,10.20935,The Clinician’s Role in Sexual Addiction: A Case Report,en,Academia Letters,2771-9359,Academia.edu,http://dx.doi.org/10.20935/al1044,2021-6-11,2021-6-11,2021-6-11,2022-3-8,2021-7-16,0,0,journal-article,9563
10.20935/al2875,10.20935,What simulation of the Foster-Seeley discriminator can reveal,en,Academia Letters,2771-9359,Academia.edu,http://dx.doi.org/10.20935/al2875,2021-8-10,2021-8-10,2021-8-10,2022-3-8,2021-8-11,0,0,journal-article,9563
10.20935/al3110,10.20935,Epidemiological Study of Vitamin D Deficiency Among Libyan Patients,en,Academia Letters,2771-9359,Academia.edu,http://dx.doi.org/10.20935/al3110,2021-8-17,2021-8-17,2021-8-17,2022-3-8,2021-8-18,0,0,journal-article,9563
10.20935/al2505,10.20935,A Reaction Extent Proof,en,Academia Letters,2771-9359,Academia.edu,http://dx.doi.org/10.20935/al2505,2021-8-1,2021-8-1,2021-8-1,2022-3-8,2021-8-17,0,0,journal-article,9563
10.20935/al3196,10.20935,Jan Klaassen,en,Academia Letters,2771-9359,Academia.edu,http://dx.doi.org/10.20935/al3196,2021-8-20,2021-8-20,2021-8-20,2022-3-8,2021-8-26,0,0,journal-article,9563
10.20935/al2946,10.20935,Evaluate government policies holistically - don’t judge a book by its cover alone,en,Academia Letters,2771-9359,Academia.edu,http://dx.doi.org/10.20935/al2946,2021-8-12,2021-8-12,2021-8-12,2022-3-8,2021-8-25,0,0,journal-article,9563
10.20935/al2839,10.20935,Hegemonic Masculinity of the Immigrant Other,en,Academia Letters,2771-9359,Academia.edu,http://dx.doi.org/10.20935/al2839,2021-8-9,2021-8-9,2021-8-9,2022-3-8,2021-8-10,0,0,journal-article,9563
10.20935/al2941,10.20935,Human Relationship with the Ocean Needs a New Paradigm,en,Academia Letters,2771-9359,Academia.edu,http://dx.doi.org/10.20935/al2941,2021-8-12,2021-8-12,2021-8-12,2022-3-8,2021-8-25,0,0,journal-article,9563
10.20935/al3270,10.20935,A New Concept of Psyche (Rev.),en,Academia Letters,2771-9359,Academia.edu,http://dx.doi.org/10.20935/al3270,2021-8-24,2021-8-24,2021-8-24,2022-3-8,2021-8-24,0,0,journal-article,9563
10.20935/al2991,10.20935,Understanding Entrepreneurial Learning and Education,en,Academia Letters,2771-9359,Academia.edu,http://dx.doi.org/10.20935/al2991,2021-8-13,2021-8-13,2021-8-13,2022-3-8,2021-8-20,0,0,journal-article,9563
10.20935/al3234,10.20935,Teaching Strategies for Arithmetic,en,Academia Letters,2771-9359,Academia.edu,http://dx.doi.org/10.20935/al3234,2021-8-23,2021-8-23,2021-8-23,2022-3-8,2021-8-23,0,0,journal-article,9563
10.20935/al3229,10.20935,THE PHANTOM LIMB PHENOMENON AND ACUPUNCTURE AS AN INTERVENTION PROPOSITION: A SYNTHETIC APPROACH,en,Academia Letters,2771-9359,Academia.edu,http://dx.doi.org/10.20935/al3229,2021-8-22,2021-8-22,2021-8-22,2022-3-8,2021-8-23,0,0,journal-article,9563
10.20935/al3343,10.20935,Structural Monitoring Case Study - One Za'abeel Mixed-Use Development,en,Academia Letters,2771-9359,Academia.edu,http://dx.doi.org/10.20935/al3343,2021-8-27,2021-8-27,2021-8-27,2022-3-8,2021-9-1,0,0,journal-article,9563
10.20935/al3195,10.20935,Prioritizing Whole School Health: Lessons from the COVID-19 pandemic,en,Academia Letters,2771-9359,Academia.edu,http://dx.doi.org/10.20935/al3195,2021-8-20,2021-8-20,2021-8-20,2022-3-8,2021-8-26,0,0,journal-article,9563
10.20935/al2347,10.20935,The criminalisation of cannabis smoking paraphernalia in Western Australia in 2010 and 2011: Introduction (working draft),en,Academia Letters,2771-9359,Academia.edu,http://dx.doi.org/10.20935/al2347,2021-7-25,2021-7-25,2021-7-25,2022-3-8,2021-7-27,0,0,journal-article,9563
10.20935/al2026,10.20935,The Passion That Moves Me: An Investigation into the Body-Mind Connection of Middle Eastern Dancers,en,Academia Letters,2771-9359,Academia.edu,http://dx.doi.org/10.20935/al2026,2021-7-15,2021-7-15,2021-7-15,2022-3-8,2021-7-19,0,0,journal-article,9563
10.20935/al2095,10.20935,Egology or Ecology?,en,Academia Letters,2771-9359,Academia.edu,http://dx.doi.org/10.20935/al2095,2021-7-15,2021-7-15,2021-7-15,2022-3-8,2021-7-19,0,0,journal-article,9563
10.20935/al1933,10.20935,Jammu’s ‘poet laureate’ Pandit Vidya Rattan ‘Aasi’,en,Academia Letters,2771-9359,Academia.edu,http://dx.doi.org/10.20935/al1933,2021-7-14,2021-7-14,2021-7-14,2022-3-8,2021-7-19,0,0,journal-article,9563
10.20935/al1984,10.20935,Combating Fake News with the Use of Collective Intelligence in Hybrid System,en,Academia Letters,2771-9359,Academia.edu,http://dx.doi.org/10.20935/al1984,2021-7-14,2021-7-14,2021-7-14,2022-3-8,2021-7-19,0,0,journal-article,9563
10.20935/al2162,10.20935,The Imperial Rent of Reserve Currency,en,Academia Letters,2771-9359,Academia.edu,http://dx.doi.org/10.20935/al2162,2021-7-16,2021-7-16,2021-7-16,2022-3-8,2021-7-21,0,0,journal-article,9563
10.20935/al2157,10.20935,COVID-19 in Africa: A Disease of Human Rights Violation and the Implication for a Rights-Based Approach to Social Work Practice,en,Academia Letters,2771-9359,Academia.edu,http://dx.doi.org/10.20935/al2157,2021-7-16,2021-7-16,2021-7-16,2022-3-8,2021-7-21,0,0,journal-article,9563
10.20935/al1971,10.20935,Clarissa's Party -- A Play in Five Acts,en,Academia Letters,2771-9359,Academia.edu,http://dx.doi.org/10.20935/al1971,2021-7-14,2021-7-14,2021-7-14,2022-3-8,2021-7-21,0,0,journal-article,9563
10.20935/al2949,10.20935,Challenges are thrown in Corporate Governance during COVID 19,en,Academia Letters,2771-9359,Academia.edu,http://dx.doi.org/10.20935/al2949,2021-8-12,2021-8-12,2021-8-12,2022-3-8,2021-8-25,0,0,journal-article,9563
10.20935/al2440,10.20935,MARKETING A BRAND IN CRISIS,en,Academia Letters,2771-9359,Academia.edu,http://dx.doi.org/10.20935/al2440,2021-7-28,2021-7-28,2021-7-28,2022-3-8,2021-7-28,0,0,journal-article,9563
10.20935/al2030,10.20935,"Darwinian Dogma, the Selfish Gene, and thoughts on Post-Genetic Evolutionary Theory",en,Academia Letters,2771-9359,Academia.edu,http://dx.doi.org/10.20935/al2030,2021-7-15,2021-7-15,2021-7-15,2022-3-8,2021-7-20,0,0,journal-article,9563
10.20935/al3118,10.20935,Violence in the Silence of Masculinity in Fred Arroyo's Western Avenue and Other Fictions,en,Academia Letters,2771-9359,Academia.edu,http://dx.doi.org/10.20935/al3118,2021-8-18,2021-8-18,2021-8-18,2022-3-8,2021-8-20,0,0,journal-article,9563
10.20935/al2701,10.20935,Two works by Peeter I and II Verbruggen sponsored by Mateo de Villegas and the painter Catharina van Thielen,en,Academia Letters,2771-9359,Academia.edu,http://dx.doi.org/10.20935/al2701,2021-8-7,2021-8-7,2021-8-7,2022-3-8,2021-8-26,0,0,journal-article,9563
10.20935/al2200,10.20935,Note from a Substitute Teacher,en,Academia Letters,2771-9359,Academia.edu,http://dx.doi.org/10.20935/al2200,2021-7-16,2021-7-16,2021-7-16,2022-3-8,2021-7-20,0,0,journal-article,9563
