given,family,sequence,affiliation,DOI
Clive,Evans,first,,10.20935/al4513
Maikel,Pons G.,first,"Institute of Advanced Studies, University of São Paulo",10.20935/al4432
Andrew,Simkus,first,KDH Research and Communication,10.20935/al3566
Kristen,Holtz,additional,KDH Research and Communication,10.20935/al3566
Eric,Twombly,additional,KDH Research and Communication,10.20935/al3566
Morgan,Fleming,additional,KDH Research and Communication,10.20935/al3566
Nicole,Wanty,additional,KDH Research and Communication,10.20935/al3566
Loice,Natukunda,first,Makerere University Kampala,10.20935/al3695
Joseph,Mimbale,first,Researcher and Assistant Lecturer at the University of Kinshasa,10.20935/al4506
Blondel,Katongola,additional,"Finance and Trade Specialist, Entrepreneur and Secretary-General at the Independent Continental Youth Advisory Council on AfCFTA",10.20935/al4506
Amer Hamad Issa,Abukhalaf,first,"Florida Institute for Built Environment Resilience, M.E. Rinker, Sr. School of Construction Management, College of design construction and planning, University of Florida",10.20935/al3621
Sharon,Cohen,additional,Independent researcher,10.20935/al3621
Joao,Baldo,first,UFSCar - Federal University of São Carlos,10.20935/al3207
F.,Melchiades,additional,UFSCar - Federal University of São Carlos,10.20935/al3207
A.O.,Boschi,additional,UFSCar - Federal University of São Carlos,10.20935/al3207
Farkhod,Fazilov,first,,10.20935/al2592
Azul,Frauca,first,,10.20935/al1604
Paul,Nzotta,first,Abia State University Uturu,10.20935/al3825
Mohamed Amine,Akkouche,first,University Of Algiers 3,10.20935/al3849
Papiya Yeasmin,Minu,first,,10.20935/al3608
Egil,Bakka,first,Norwegian University of Science and Technology,10.20935/al3583
Kelly,Lemmons,first,United States Air Force Academy,10.20935/al3388
Afonso,Oliva,first,,10.20935/al2719
Marco Aurélio,Rodrigues Cunha e Cruz,additional,,10.20935/al2719
Hugo,Baas,first,,10.20935/al2571
Greg,Emery,additional,,10.20935/al3737
Bushra Urooj,Panhwar,first,Central Cotton Research Institute Sakrand Sindh Pakistan,10.20935/al3813
Luis,Sanchez-Masi,first,,10.20935/al3626
Anu,Malik,first,The LNM Institute of Information Technology Jaipur,10.20935/al4004
Moshe,Gophen,first,Migal,10.20935/al3966
Jeremy,Steen,first,McMaster University,10.20935/al3890
Paawan,Virdi,additional,McMaster University,10.20935/al3890
Alexander,Martin,additional,University of Waterloo,10.20935/al3890
Daivat,Bhavsar,additional,McMaster University,10.20935/al3890
Austin A.,Mardon,additional,University of Alberta,10.20935/al3890
Michael,Burgos,additional,Prof. of Theology at Forge Theological Seminary,10.20935/al3767
Muwaffaq,Usman Adam,first,Department of Planning - Kwame Nkrumah University of Science and Technology,10.20935/al3840
José Francisco,Pavia,first,Lusíada University of Lisbon,10.20935/al3796
Kayode Samuel,ADEBISI,additional,,10.20935/al4791
Afonso Carlos,Neves,first,Universidade Federal de São Paulo (UNIFESP),10.20935/al3872
Jill,Jasperson,additional,Utah Valley University,10.20935/al3642
Zenawork,Sahle,first,"Department of Medical Laboratory Science, Debre Berhan Health Science College",10.20935/al3808
Lesley,Bonneville,additional,,10.20935/al3892
Oreta,Samples,first,Fort Valley State University,10.20935/al3868
Kingsley,Kalu,first,Georgia Southern University,10.20935/al3868
Fouad,Mami,first,"Department of English - Université Ahmed Draia, Adrar (Algeria)",10.20935/al3992
Shimreisa,Chahongnao,first,Jawaharlal Nehru University,10.20935/al4074
Anthony Kwabena,Sarfo,additional,Kwame Nkrumah University of Science and Technology,10.20935/al3871
Raj,Chakravarthi,first,"Consultant Nephrologist and Director, Renown Clinical Services, Hyderabad, INDIA",10.20935/al4265
Girish,Kumthekar,additional,"Consultant Nephrologist, Symbiosis university hospital and research center, Lavale, Pune, INDIA",10.20935/al4265
Sharif,Abouleish,additional,,10.20935/al4203
Henry,Sless,additional,Henley Business School,10.20935/al4323
Nabi,Nazari,first,"Lorestan University, Khorramabad, Iran",10.20935/al4088
Ezatolah,Ghadampour,additional,"Professor of Educational Psychology, Lorestan University, Khorramabad, Iran",10.20935/al4088
Yuriko,Sato,additional,Tokyo Institute of Technology,10.20935/al3953
Nathan,Nadeau,additional,,10.20935/al4213
KS,Gupta,first,"Atmospheric Chemistry Laboratory, Department of Chemistry, University of Rajasthan, Jaipur",10.20935/al4334
Vimlesh Kumar,Meena,additional,"Atmospheric Chemistry Laboratory, Department of Chemistry, University of Rajasthan, Jaipur",10.20935/al4334
Yogpal,Dhayal,additional,"Atmospheric Chemistry Laboratory, Department of Chemistry, University of Rajasthan, Jaipur",10.20935/al4334
Deepak,Singh Rathore,additional,,10.20935/al4334
Mohan Rao,Arasada,first,"National Institute of Rural Development, Govt of India, Rajendranagar, Hyderabad",10.20935/al3882
Mahesh M,Bhagwat,additional,"Commissionerate of Police, Rachakonda",10.20935/al3882
Fatjona R.,Lubonja,additional,"Teachers College, Columbia University, New York: USA",10.20935/al4550
Valentina,Possenti,additional,,10.20935/al4456
Debora,Serra,additional,,10.20935/al4456
Mohamed Salih,Dafalla,first,University of Khartoum,10.20935/al4807
Saumya,Baijal,first,,10.20935/al3885
Indranil,Bhattacharya,additional,,10.20935/al3885
Pritam,Grover,first,University of Delhi,10.20935/al4007
Thangamani Ramalingam,Alagappan,first,,10.20935/al4136
Mohamed Tariq Ekeramodien,Kahn,first,,10.20935/al4237
Joshua,Akanyonge,first,Regent University College of Science and Technology,10.20935/al4479
Wyll’s Farlane  Dissoundou,Bagnenda,additional,Regent University College of Science and Technology,10.20935/al4479
Alfred,Asapeo,additional,C. K. Tedam University Of Technology ...,10.20935/al4479
Iddrisu,Salifu,first,"Africa Centre of Excellence in Coastal Resilience, University of Cape Coast, Ghana",10.20935/al4443
CHRISTOPHER EFFAH,OPPONG,first,KWAME NKRUMAH UNIVERSITY OF SCIENCE AND TECHNOLOGY,10.20935/al4369
ALEX KWASI,AZAGLO,additional,KWAME NKRUMAH UNIVERSITY OF SCIENCE AND TECHNOLOGY,10.20935/al4369
BEN,ANTWI-AGYEI BOATENG,additional,KWAME NKRUMAH UNIVERSITY OF SCIENCE AND TECHNOLOGY,10.20935/al4369
Ahmed,Sharif Abdilahi,first,JIGJIGA University,10.20935/al4355
Jim,Culley,first,University of Delaware,10.20935/al4676
Henry M.,Vyner,additional,"Center for Nepal and Asian Studies, Tribhuvan University, Kathmandu",10.20935/al4596
Saka,Opeloye,first,"Federal University of Technology Akure, Nigeria",10.20935/al4047
John,Amigun,additional,"Federal University of Technology Akure, Nigeria",10.20935/al4047
Olujide,Alabi,additional,"Federal University of Technology Akure, Nigeria",10.20935/al4047
Evan,Eschliman,first,,10.20935/al993
Joseph Varghese,Kureethara,first,,10.20935/al1826
Joshy Joseph,Karakunnel,additional,,10.20935/al1826
Vijay,Victor,additional,,10.20935/al1826
Muhammad Khusairy,Bakri,first,"Faculty of Engineering, Universiti Malaysia Sarawak, Jalan Datuk Mohammad Musa, 94300, Kota Samarahan, Sarawak, Malaysia",10.20935/al1483
Md Rezaur,Rahman,additional,"Faculty of Engineering, Universiti Malaysia Sarawak, Jalan Datuk Mohammad Musa, 94300, Kota Samarahan, Sarawak, Malaysia",10.20935/al1483
Akshay,Kakar,additional,"Department of Materials Science and Engineering, University of Houston, Houston, TX, United States",10.20935/al1483
Nashon Juma,Adero,first,Taita Taveta University,10.20935/al1862
Paul Scott,Derrick,first,Universitat de València,10.20935/al1386
Kunal,Pal,first,Techno India University,10.20935/al1466
Kenneth,Tuttle Wilhelm,first,University College Fairview,10.20935/al1839
Augusto,Rocha,first,,10.20935/al1607
Elizabeth,Stiles,first,,10.20935/al1197
Olen,Brown,first,,10.20935/al1568
Bianca,Predoi,first,,10.20935/al1870
Nicole,Anderson,first,Brigham Young University,10.20935/al1039
Edwin,Keppner,first,,10.20935/al1827
Wai Wai,Than,first,"Lecturer, Department of Educational Psychology, Sagaing University of Education",10.20935/al1712
Wutt Hmone,Kyaw,additional,"Senior Teacher, Basic Education High School (Moe Kyoe Pyit), Pyin Oo Lwin",10.20935/al1712
NEERAJ,AGRAWAL,first,,10.20935/al1302
alastair,wells,first,,10.20935/al1058
Alessandra,Lehmen,first,,10.20935/al1906
Antoon,Vanherpe,first,,10.20935/al1137
R. Paul,Lege,first,,10.20935/al2108
Saarika,Suresh,first,"Assistant Professor, Maharana Pratap Dental College",10.20935/al2423
Azlan,Iqbal,first,"College of Computing and Informatics, Universiti Tenaga Nasional, Selangor, Malaysia",10.20935/al1028
fatemeh,payam,first,,10.20935/al1673
Mohinder,Kumar,first,,10.20935/al1863
Shanaz,Khodaiji,first,Hinduja Hospital and Medical Research Centre,10.20935/al1552
Binu,Jacob,additional,Hinduja Hospital and Medical Research Centre,10.20935/al1552
Dia,Mansukhani,additional,Hinduja Hospital and Medical Research Centre,10.20935/al1552
Roopali,Shekhawat,first,,10.20935/al1310
Kristina,Recomono,first,,10.20935/al1946
Abdul malik,Muwanga muweke,first,,10.20935/al1871
Ilhem,Bezzaoucha,first,"Institute of Translation, University of Algiers 2",10.20935/al1427
Ronki,Ram,first,"Panjab University, Chandigarh",10.20935/al1529
Daniel,Gómez-Sánchez,first,Ph.D. candidate. Universidad Complutense de Madrid,10.20935/al1766
Speranţa,Farca,first,,10.20935/al1885
Jean-Yves,Maleuvre,first,,10.20935/al1856
Michel,Lecoq,first,"CIRAD, UMR CBGP, F-34398 Montpellier, France",10.20935/al1409
Francesco,Ranci,first,,10.20935/al1622
gottardo,buccirossi,first,,10.20935/al1779
Amanda,Berchez,first,,10.20935/al1868
Tashi,Gyeltshen,first,,10.20935/al1357
Rodrigo Alexandre,Lazaro Pinto,first,,10.20935/al2097
Michael,Fieger,first,Theologische Hochschule Chur / Switzerland,10.20935/al1270
Brigitta,Schmid,additional,Theologische Hochschule Chur / Switzerland,10.20935/al1270
Jimbo,Fatalla,first,,10.20935/al1376
Xavier,Rouard,first,,10.20935/al1645
JORGE,APAZA TICONA,first,,10.20935/al1689
Vicente,Alanoca Arocutipa,additional,,10.20935/al1689
Alfredo,Calderón Torres,additional,,10.20935/al1689
Guillermo,Cutipa Añamuro,additional,,10.20935/al1689
Syeda Fairooz,Fariha,first,University of Sheffield,10.20935/al1564
Thualfeqar,Almohanna,first,,10.20935/al1129
Ibrahem,Al-Aadily,additional,,10.20935/al1129
Kurniawan Arif,Maspul,first,International Open University,10.20935/al1722
Ram,Singh,first,"Former Director, Human Resource Management and Head, Department of Entomology, CCS Haryana Agricultural University, Hisar India",10.20935/al1518
Andrew,Turk,first,Murdoch University,10.20935/al1551
Esther,Merino,first,,10.20935/al1099
Phaello,Malataliana,first,,10.20935/al1901
Márcia da,Silva,first,,10.20935/al2112
Mariza,Avgeri,first,,10.20935/al2093
Zübeyde,Demircioğlu,first,,10.20935/al2361
Celso,Olivier,first,Universidade Estadual de Campinas,10.20935/al1777
Edwin,Oche,first,,10.20935/al1141
Ricardo,Rocha,first,,10.20935/al1563
Monika,Sharma,first,"Post Doctoral Fellow (ICSSR), H.P.U. Shimla",10.20935/al2348
Samuel,Makinda,first,,10.20935/al2086
Jeffrey,Pflaum,first,,10.20935/al1892
Francisco,Salmona,first,,10.20935/al1802
Mary,Dolasinski,first,,10.20935/al1833
Chris,Roberts,additional,,10.20935/al1833
Horst,Treiblmaier,first,Modul University Vienna,10.20935/al1998
Roland,Williams,first,,10.20935/al1947
Gayleg,Zangmo,first,,10.20935/al1580
Choden,Choden,additional,,10.20935/al1580
Kinzang,Dem,additional,,10.20935/al1580
Raktim Ranjan,Saikia,first,,10.20935/al1332
Kishor,Goswami,additional,,10.20935/al1332
Manh-Toan,Ho,first,"Centre for Interdisciplinary Social Research, Phenikaa University",10.20935/al1053
Quan-Hoang,Vuong,additional,"Centre for Interdisciplinary Social Research, Phenikaa University",10.20935/al1053
Lina A.,Stavrou,first,"University of Ioannina, Greece",10.20935/al1396
Bernard B.,Fyanka,first,"Redeemer's University Ede, Osun State Nigeria",10.20935/al1554
Giuseppe,Roncoroni,first,,10.20935/al1569
Akanksha,Yadav,first,"Miranda House, University of Delhi",10.20935/al1747
Nitya,Pandey,first,Tata Institute of Social Sciences,10.20935/al1930
Olli,Wood,first,,10.20935/al2067
Pritam Priya,Goswami,first,,10.20935/al2283
P Ravi,Shankar,first,,10.20935/al2134
Kevin R.,Loughlin,first,Harvard Medical School,10.20935/al2219
Ibrahim,Uthman,first,,10.20935/al1890
Ftoon,Kedwan,first,,10.20935/al1830
Nobuhide Mert,Matsumoto,first,"MA in IR at Marmara University, Turkey",10.20935/al1390
Jide,Williams,first,,10.20935/al1953
Hoffman,Joe,additional,,10.20935/al1953
Predecki,Paul,additional,,10.20935/al1953
Kumosa,Maciej,additional,,10.20935/al1953
Demetrio Miloslavo,Bova,first,,10.20935/al2124
Emilio,Englade,first,University of Texas,10.20935/al1627
Letitia,Basford,first,Hamline University,10.20935/al2332
Sonjai,Kumar,first,"Fortune Institute of International Business (FIIB), New Delhi, India",10.20935/al2464
Francesco,Discanno,first,,10.20935/al1071
Samuel,Golc,first,,10.20935/al1961
Jose,Sanjines,first,Coastal Carolina University,10.20935/al1697
Esteban,Aparicio Bausili,first,,10.20935/al1663
Jianfeng Jeffrey,Qi,first,,10.20935/al2190
Nael,Chami,first,,10.20935/al2107
yara,rizk,additional,,10.20935/al2107
Professor David,Bolt,first,"Centre for Culture and Disability Studies, Liverpool Hope University",10.20935/al2252
Dr. Haezreena Begum,Abdul Hamid,first,Victoria University of Wellington,10.20935/al2178
Ernest,Appiah-Kusi,first,,10.20935/al2096
Danish,Khan,first,,10.20935/al2261
Manoj Kumar,Panjwani,additional,,10.20935/al2261
Jamilah,Othman,first,,10.20935/al2774
Charles,Render,first,,10.20935/al1936
Rashesh,Vaidya,first,Tribhuvan University,10.20935/al1920
Serge,Svizzero,first,Université de La Réunion,10.20935/al2176
B.K.,Ojha,first,Nanaji Deshmukh Veterinary Science University. Jabalpur,10.20935/al2168
Himangi,Mishra,additional,SS Medical College Rewa,10.20935/al2168
Ashira,Ishak,first,,10.20935/al1306
"Ph.D., Ibar F.",Anderson,first,,10.20935/al2161
Neil,Gordon,first,University of Hull,10.20935/al2394
Nuno,Leitão,first,"Interdisciplinary Centre of Social Sciences – CICS.NOVA, FCSH, UNL, Portugal",10.20935/al1776
Luís,Carvalho,additional,"Amadora Civil Protection Service, Amadora, Portugal",10.20935/al1776
Ana Laura,Freitas,additional,"Amadora Civil Protection Service, Amadora, Portugal",10.20935/al1776
Dr. Ann Gabrielle,Henning,first,,10.20935/al2251
Jeffrey,Kurebwa,first,"Department of Peace and Governance, Bindura University of Science Education, Bindura, Zimbabwe",10.20935/al3071
Trust,Mamombe,additional,"College of Business, Peace, Leadership and Governance, Africa University, Mutare, Zimbabwe",10.20935/al3071
Shoaibe Hossain Talukder,Shefat,first,,10.20935/al2006
Abu B.,Siddiq,first,"Department of Anthropology, Mardin Artuklu University, Turkey",10.20935/al686
Vecihi,Özkaya,additional,"Department of Archaeology, Dicle University, Turkey",10.20935/al686
Vladimir,Melamed,first,New Center for Psychoanalysis,10.20935/al3027
Md. Rashedul,Hasan,first,,10.20935/al2791
Lina Galvis,Navarrete,first,,10.20935/al1981
Joseph,Ola,first,,10.20935/al2025
Lee,Keyes,first,,10.20935/al2212
andrea,stevens karnyoto,first,Harbin Insititute of Technology,10.20935/al2213
Md. Shirajul Islam,Sarkar,first,"Department of Fisheries Technology, Bangabandhu Sheikh Mujibur Rahman Agricultural University, Gazipur-1706, Bangladesh",10.20935/al2619
Parvez,Chowdhury,additional,"Bangladesh Fisheries Research Institute, Bangladesh",10.20935/al2619
Jasmin Akter,Jarin,additional,"Department of Fisheries Technology, Bangladesh Agricultural University, Mymensingh-2202, Bangladesh",10.20935/al2619
Anas Al,Islam,additional,"Bangladesh Academy for Rural Development, Comilla, Bangladesh",10.20935/al2619
Furqan,Tahir,first,Hamad Bin Khalifa University (HBKU),10.20935/al1881
Hassan,Tahir,additional,Ocean University of China,10.20935/al1881
Binash,Imteyaz,additional,University of Petroleum and Minerals (KFUPM),10.20935/al1881
Douglas B.,Shaw,first,The George Washington University,10.20935/al1924
Taciana,de LiraSilva,first,University of Ottawa,10.20935/al2351
Rebecca M.,Rojas,first,,10.20935/al1724
Jakob,Schmidt,first,National University of Natural Medicine,10.20935/al1044
Chin-Leong,Lim,first,,10.20935/al2875
Ahmed,Atia,first,,10.20935/al3110
Sundes,Arhoma,additional,,10.20935/al3110
Diego,Raposo,first,,10.20935/al2505
Frans,Hakkemars,additional,,10.20935/al3196
Amod,Kumar,first,Indian Institute of Management Lucknow,10.20935/al2946
Sanjay Kumar,Singh,additional,Indian Institute of Management Lucknow,10.20935/al2946
Eftal,Abacıoğlu,first,,10.20935/al2839
Saleem,Mustafa,first,"Borneo Marine Research Institute, Universiti Malaysia Sabah",10.20935/al2941
Abentin,Estim,additional,"Borneo Marine Research Institute, Universiti Malaysia Sabah",10.20935/al2941
Sitti Raehanah,M. Shaleh,additional,"Borneo Marine Research Institute, Universiti Malaysia Sabah",10.20935/al2941
Torsten,Oettinger,additional,,10.20935/al3270
Maik,Arnold,first,,10.20935/al2991
Lara-Salazar Ignacio,Z.,first,UTCV,10.20935/al3234
Emmanouil,Violakis-Georgiladakis,first,Naval Hospital of Athens,10.20935/al3229
Encardio,Rite,first,,10.20935/al3343
Robin,McClave,first,American University,10.20935/al3195
Anastasia,Snelling,additional,American University,10.20935/al3195
Melissa,Hawkins,additional,American University,10.20935/al3195
Sarah Irvine,Belson,additional,American University,10.20935/al3195
Greg,Swensen,first,,10.20935/al2347
Nadra,Assaf,first,,10.20935/al2026
László,tarnay,first,,10.20935/al2095
Lalit,Gupta,first,,10.20935/al1933
Rafał,Olszowski,first,,10.20935/al1984
Omar,Osman,first,National Research University Higher School of Economics,10.20935/al2162
Solomon,AMADASUN,first,,10.20935/al2157
Mary F.,Burns,additional,Independent Scholar,10.20935/al1971
Sonjai,Kumar,first,Fortune Institute of International Business,10.20935/al2949
Purnima,Rao,additional,Fortune Institute of International Business,10.20935/al2949
Gatobu,Mugwika,first,,10.20935/al2440
Jay,Silverstein,first,,10.20935/al2030
K.C.,Barrientos,first,University of Notre Dame,10.20935/al3118
Aurelio Á.,Barrón García,first,University of Cantabria (Spain),10.20935/al2701
Henry,McHenry Jr,first,Yale University,10.20935/al2200
Roman,Marusenko,first,,10.20935/al2281
Anwuri,P.A.,first,,10.20935/al2304
Enyindah,C.A.,additional,,10.20935/al2304
Etuk,M.C.,additional,,10.20935/al2304
Seon,Raymond,first,The University of the West Indies,10.20935/al2474
António José,Alves Oliveira,first,"Ph.D student at the Faculty of Education, University of Extremadura (Spain)",10.20935/al2486
Máté,dr. Mohai,first,,10.20935/al2556
Catherina,Schreiber,first,,10.20935/al2817
Jana Maria,Haus,additional,,10.20935/al2817
Cas,Wepener,first,Stellenbosch University,10.20935/al3304
Ian,Nell,additional,Stellenbosch University,10.20935/al3304
Georgios N.,Katsaras,first,"Paediatric Department, General Hospital of Pella - Hospital Unit of Edessa, Edessa, Greece",10.20935/al3135
Suzan,Sirak,additional,"Paediatric Department, General Hospital of Xanthi, Xanthi, Greece",10.20935/al3135
Panagiota,Kalamata,additional,"Faculty of Medicine, Aristotle University of Thessaloniki, Thessaloniki, Greece",10.20935/al3135
Fani,Akritidou,additional,"Opthalmology Department, General Hospital of Pella – Hospital Unit of Edessa, Edessa, Greece",10.20935/al3135
Theodora,Papamitsou,additional,"Department of Histology-Embryology, Aristotle University of Thessaloniki, Thessaloniki, Greece",10.20935/al3135
Ana Tereza,Duarte Lima de Barros,first,Universidade Federal de Pernambuco,10.20935/al2689
José Mario,Wanderley Gomes Neto,additional,Universidade Católica de Pernambuco,10.20935/al2689
Tassiana,Moura de Oliveira,additional,Universidade Federal de Pernambuco,10.20935/al2689
LAURA,MALETTI,first,Università degli studi di Modena e Reggio Emilia,10.20935/al2386
Saleem,Mustafa,first,"Borneo Marine Research Institute, Universiti Malaysia Sabah, 88400 Kota Kinabalu, Sabah, Malaysia",10.20935/al2603
Abentin,Estim,additional,"Borneo Marine Research Institute, Universiti Malaysia Sabah, 88400 Kota Kinabalu, Sabah, Malaysia",10.20935/al2603
Sitti Raehanah,Mohd. Shaleh,additional,"Borneo Marine Research Institute, Universiti Malaysia Sabah, 88400 Kota Kinabalu, Sabah, Malaysia",10.20935/al2603
Daglous,Makumbe,first,University of the Western Cape,10.20935/al3285
Tanya,Clark,first,"California Southern University, School of Behavioral Sciences",10.20935/al2598
Tara Rava,Zolnikov,additional,"National University, Department of Community Health",10.20935/al2598
Henrieta,Serban,first,"Romanian Academy (Institute of Philosophy and Psychology ""Constantin Rădulescu-Motru”",10.20935/al2868
Grit Kirstin,Koeltzsch,first,UE-CISOR/CONICET-Universidad Nacional de Jujuy,10.20935/al3104
Bruce,Stephen,first,Unity College,10.20935/al2790
Gerald,Livings,first,Independent researcher,10.20935/al2785
Devon,Almond,first,Wilkes University,10.20935/al2540
Jane,Blanken-Webb,additional,Wilkes University,10.20935/al2540
Peter Anto,Johnson,first,University of Alberta,10.20935/al2568
Madeline,Langier,additional,Macewan University,10.20935/al2568
John Christy,Johnson,additional,University of Alberta,10.20935/al2568
James,Fischer,additional,Antarctic Institute of Canada,10.20935/al2568
Austin,Mardon,additional,University of Alberta,10.20935/al2568
Peter M.,Rojcewicz,first,Pacifica Graduate Institute,10.20935/al2873
Lukan,van Pinxteren,first,,10.20935/al2634
Justice,Ampofo Agyei,first,Judicial Service of Ghana,10.20935/al3197
Isaac,Mantey,additional,"Mendel University, Czech Republic",10.20935/al3197
Amos Amuribadek,Adangabe,additional,Nusrat Jahan Ahmadiyya College of Education,10.20935/al3197
Oliver,Rudland,first,,10.20935/al2693
Stoffel,Fourie,first,Walter Sisulu University,10.20935/al2816
Katalin,Puskas Khetani,first,,10.20935/al2795
Michael,Muhumuza,first,Makerere University Kampala,10.20935/al3004
Dr. William,Stoltz,first,The Australian National University,10.20935/al2914
Germano,Pollnow,first,Universidade Federal de Pelotas (Federal University of Pelotas),10.20935/al3189
Saheed Olanrewaju,Yinusa,first,"IHE Delft Institute for Water Education;  Global Policy, Diplomacy, and Sustainability (GPODS) Fellowship",10.20935/al1472
Suleiman,Lawn Kolomi,first,"Bayero University, Kano",10.20935/al3363
Mokanna,Sekgobela,first,University of Pretoria,10.20935/al2747
M.,Soer,additional,University of Pretoria,10.20935/al2747
L.,Pottas,additional,University of Pretoria,10.20935/al2747
Suraj,Sood,first,University of West Georgia,10.20935/al3256
Maria,Ferguson,first,University of Memphis,10.20935/al2976
Kostas Ant,Lavdas,first,"Professor of European Politics at Panteion University, Athens",10.20935/al3031
Lawrence,Awuah,first,,10.20935/al2772
Miracle,Adesina,first,Slum and Rural Health Initiative,10.20935/al3546
Ifeanyi,Adigwe,additional,Slum and Rural Health Initiative,10.20935/al3546
Isaac,Olufadewa,additional,Slum and Rural Health Initiative,10.20935/al3546
Ruth,Oladele,additional,Slum and Rural Health Initiative,10.20935/al3546
Salmah,Abdulla,additional,,10.20935/al3540
Carolyn,Carlson,first,,10.20935/al970
Olujide Olusesan,Arije,additional,"Obafemi Awolowo University, Ile-Ife",10.20935/al2527
Olaitan Oyekunle,Oyedun,additional,"Obafemi Awolowo University Teaching Hospital, Ile-Ife,",10.20935/al2527
Idowu Olusola,Omisile,additional,"Obafemi Awolowo University, Ile-Ife",10.20935/al2527
Papia,Sengupta,additional,"Centre for Political Studies, Jawaharlal Nehru University",10.20935/al3219
Adam,North,first,The University of Manchester,10.20935/al3265
Pedro,Salas,first,,10.20935/al2645
Dana Daniel,Horowitz,first,,10.20935/al3504
Nicolae,Paun,additional,,10.20935/al3504
Bhekuzulu,Khumalo,additional,,10.20935/al3505
Georgina,Young-Ellis,first,Portland State University,10.20935/al2526
ugochukwu,obi,first,,10.20935/al2831
Kjell,Magnusson,first,"Associate Professor, Uppsala University [retired]",10.20935/al2850
Elizabeth G.,Creamer,first,Virginia Tech,10.20935/al3245
Olalekan,Bello,first,University of Westminster,10.20935/al3119
Alka,Starac,first,Archaeological Museum of Istria,10.20935/al3439
Vassiliki,Kokkori,first,,10.20935/al2953
Robert G.,Healy,first,"Professor Emeritus of Environmental Policy and Public Policy Studies, Nicholas School of the Environment and Terry Sanford School of Public Policy, Duke University (Durham, NC)",10.20935/al3646
Anne,Eason,first,,10.20935/al1095
Maria Alejandra,Madi,first,,10.20935/al2544
Ankur,Konar,first,,10.20935/al3062
Hao sheng,Duan,additional,"Ph.D International Development Studies, Faculty of Political Science, Chulalongkorn University",10.20935/al4052
Wazir,Karim,additional,University Sains Malaysia,10.20935/al3858
Reagan,Patrick,first,University of Toronto,10.20935/al1975
Rasha,Badurais,additional,,10.20935/al3675
Harry,Atieku-Boateng,first,,10.20935/al2806
Hershey,Friedman,first,"Brooklyn College, CUNY",10.20935/al2655
Linda W.,Friedman,additional,"Baruch College, CUNY",10.20935/al2655
Justine,Bruyere,first,Vanderbilt University,10.20935/al744
Yelisaveta,Andakulova,first,University of Vienna,10.20935/al2479
Dr. Allan J.,Ballinger,first,Gateway Community College,10.20935/al2484
Wolfgang G.,Glasser,first,"Sustainable Biomaterials, Virginia Tech",10.20935/al1238
Sergiy,Tytenko,first,,10.20935/al2746
Roberto Magno,Reis Netto,first,UFPA - Federal University of Pará,10.20935/al4749
Clay Anderson Nunes,Chagas,additional,UFPA - Federal University of Pará,10.20935/al4749
Michelle Folashade,Ajayi Hansson,additional,Stockholm University,10.20935/al4143
Max,Guy,additional,Former Professor at the Institut Français du Pétrole (IFP School),10.20935/al4746
Terry,Roe,first,Distinguished Professor Emeritus of Applied Economics | University of Minnesota,10.20935/al4840
Harumi,Nelson,additional,Former Visiting Faculty member of Applied Economics | University of Minnesota,10.20935/al4840
Mahamadou Bassirou,Tangara,first,"Université de Bamako, Pilot African Postgraduate Academy - PAPA, Point Sud",10.20935/al4457
Asmell,Ramos Cabrera,first,American International University of West Africa,10.20935/al4816
Chiara,Mocenni,first,"Department of Information Engineering and Mathematics, University of Siena, Via Roma, 56, 53100 Siena (Italy)",10.20935/al4688
Federico,Bizzarri,additional,"Department of Information Engineering and Mathematics, University of Siena, Via Roma, 56, 53100 Siena (Italy)",10.20935/al4688
Suxiang,Chen,first,"Business School, the University of Queensland, Brisbane, QLD 4072, Australia",10.20935/al4747
Amos,Kuje,additional,,10.20935/al4787
Omowumi,Idowu,first,"Department of Economics, Ekiti State University, Ado Ekiti Nigeria",10.20935/al4872
Mario,Bolo,additional,Instituto Tecnologico de Buenos Aires,10.20935/al4621
Richard,Summers,first,University of Mississippi Medical Center,10.20935/al4874
Paul,Ertl,additional,"National Defence Academy, Austria",10.20935/al4329
Vijay,Aithal,first,St. John's Medical College and hospital Bengaluru,10.20935/al4703
Kiran,K.C.,additional,,10.20935/al4703
Addisu,Wolde,first,"Lecturer at Debre Markos University, Ethiopia",10.20935/al4478
Tarik,Richardson,first,Temple University,10.20935/al4559
Silas,Nzuva,additional,CloudFuse Systems,10.20935/al4836
Lente,John,additional,Kwame Nkrumah University of Science and Technology,10.20935/al4821
Jim,"Bohn, PhD",additional,,10.20935/al4704
Zeynep,Demircan Şöner,additional,Bahcesehir University,10.20935/al4793
Lamis,ElMuhtaseb,first,CSS-Jordan University,10.20935/al1572
Linda,Eisenmann,first,"Wheaton College, MA",10.20935/al742
Dunia,Tegegn,first,,10.20935/al1187
Laken,Brooks,first,,10.20935/al1951
Dr. Reza,Parchizadeh,first,,10.20935/al965
Jean-Jacques,Kupiec,additional,,10.20935/al3246
Fahrul,Nurkolis,first,UIN Sunan Kalijaga Yogyakarta / State Islamic University of Sunan Kalijaga,10.20935/al2369
Ronald,Rompies,additional,"Pediatrics, Faculty of Medicine, Sam Ratulangi University",10.20935/al2369
Bobby,Pambudi,additional,"Pediatrics, Faculty of Medicine, Sam Ratulangi University",10.20935/al2369
