given,family,sequence,affiliation,DOI
Feng-Rong,An,additional,"The National Clinical Research Center for Mental Disorders & Beijing Key Laboratory of Mental Disorders Beijing Anding Hospital & the Advanced Innovation Center for Human Brain Protection, Capital Medical University, Beijing, China",10.7717/peerj.12459
Jia,Luo,additional,"The National Clinical Research Center for Mental Disorders & Beijing Key Laboratory of Mental Disorders Beijing Anding Hospital & the Advanced Innovation Center for Human Brain Protection, Capital Medical University, Beijing, China",10.7717/peerj.12459
Aiping,Wang,additional,"Department of Emergency Medicine, Beijing Tongren Hospital, Capital Medical University, Beijing, China",10.7717/peerj.12459
Yan-Jie,Zhao,additional,"Unit of Psychiatry, Department of Public Health and Medicinal Administration, & Institute of Translational Medicine, Faculty of Health Sciences, University of Macau, Macao SAR, China",10.7717/peerj.12459
Anzhe,Yuan,additional,"Eastside High School, Gainesville, FL, USA",10.7717/peerj.12459
Teris,Cheung,additional,"School of Nursing, Hong Kong Polytechnic University, Hongkong SAR, China",10.7717/peerj.12459
Gabor S.,Ungvari,additional,"Division of Psychiatry, School of Medicine, University of Western Australia, Perth, Australia + University of Notre Dame Australia, Fremantle, Australia",10.7717/peerj.12459
Ming-Zhao,Qin,additional,"Department of Geriatric Medicine, Beijing Tongren Hospital, Capital Medical University, Beijing, China",10.7717/peerj.12459
Yu-Tao,Xiang,additional,"Unit of Psychiatry, Department of Public Health and Medicinal Administration, & Institute of Translational Medicine, Faculty of Health Sciences, University of Macau, Macao SAR, China + Centre for Cognitive and Brain Sciences, University of Macau, Macao SAR, China + Institute of Advanced Studies in Humanities and Social Sciences, University of Macau, Macao SAR, China",10.7717/peerj.12459
Yulu,Zhang,first,"College of Biology and Geography Sciences, Yili Normal University, Yining City, Yili Kazak Autonomous Prefecture, China + Institute of Resources and Ecology, Yili Normal University, Yining City, Yili Kazak Autonomous Prefecture, China",10.7717/peerj.11701
Dong,Cui,additional,"College of Biology and Geography Sciences, Yili Normal University, Yining City, Yili Kazak Autonomous Prefecture, China + Institute of Resources and Ecology, Yili Normal University, Yining City, Yili Kazak Autonomous Prefecture, China + State Key Laboratory of Desert and Oasis Ecology, Xinjiang Institute of Ecology and Geography, Chinese Academy of Sciences, Urumqi, China",10.7717/peerj.11701
Yuhai,Yang,additional,"State Key Laboratory of Desert and Oasis Ecology, Xinjiang Institute of Ecology and Geography, Chinese Academy of Sciences, Urumqi, China",10.7717/peerj.11701
Haijun,Liu,additional,"College of Biology and Geography Sciences, Yili Normal University, Yining City, Yili Kazak Autonomous Prefecture, China + Institute of Resources and Ecology, Yili Normal University, Yining City, Yili Kazak Autonomous Prefecture, China",10.7717/peerj.11701
Haijun,Yang,additional,"College of Biology and Geography Sciences, Yili Normal University, Yining City, Yili Kazak Autonomous Prefecture, China + Institute of Resources and Ecology, Yili Normal University, Yining City, Yili Kazak Autonomous Prefecture, China + Ministry of Education Key Laboratory of Vegetation Ecology, Institute of Grassland Science, Northeast Normal University, Changchun, China",10.7717/peerj.11701
Yang,Zhao,additional,"College of Biology and Geography Sciences, Yili Normal University, Yining City, Yili Kazak Autonomous Prefecture, China + Institute of Resources and Ecology, Yili Normal University, Yining City, Yili Kazak Autonomous Prefecture, China",10.7717/peerj.11701
Rongrong,Ding,first,"Infectious Diseases, Huashan Hospital, Fudan University, Shanghai, China + Hepatobiliary Medicine, Shanghai Public Health Clinical Center, Fudan University, Shanghai, China",10.7717/peerj.11374
Jianming,Zheng,additional,"Infectious Diseases, Huashan Hospital, Fudan University, Shanghai, China",10.7717/peerj.11374
Ning,Li,additional,"Infectious Diseases, Huashan Hospital, Fudan University, Shanghai, China",10.7717/peerj.11374
Qi,Cheng,additional,"Infectious Diseases, Huashan Hospital, Fudan University, Shanghai, China",10.7717/peerj.11374
Mengqi,Zhu,additional,"Infectious Diseases, Huashan Hospital, Fudan University, Shanghai, China",10.7717/peerj.11374
Yanbing,Wang,additional,"Hepatobiliary Medicine, Shanghai Public Health Clinical Center, Fudan University, Shanghai, China",10.7717/peerj.11374
Xinlan,Zhou,additional,"Hepatobiliary Medicine, Shanghai Public Health Clinical Center, Fudan University, Shanghai, China",10.7717/peerj.11374
Zhanqing,Zhang,additional,"Hepatobiliary Medicine, Shanghai Public Health Clinical Center, Fudan University, Shanghai, China",10.7717/peerj.11374
Guangfeng,Shi,additional,"Infectious Diseases, Huashan Hospital, Fudan University, Shanghai, China",10.7717/peerj.11374
Hong,Gao,first,"Department of Respiratory Diseases, The Affiliated Huai’an Hospital of Xuzhou Medical University, Huai’an, Jiangsu, China",10.7717/peerj.11908
Peipei,Tang,additional,"Institute of Medicinal Biotechnology, Jiangsu College of Nursing, Huai’an, Jiangsu, China",10.7717/peerj.11908
Kejie,Ni,additional,"Department of Respiratory Diseases, The Affiliated Huai’an Hospital of Xuzhou Medical University, Huai’an, Jiangsu, China",10.7717/peerj.11908
Lun,Zhu,additional,"Department of Pathology, The Affiliated Huai’an Hospital of Xuzhou Medical University, Huai’an, Jiangsu, China",10.7717/peerj.11908
Song,Chen,additional,"Institute of Medicinal Biotechnology, Jiangsu College of Nursing, Huai’an, Jiangsu, China",10.7717/peerj.11908
Yulong,Zheng,additional,"Department of Respiratory Diseases, The Affiliated Huai’an Hospital of Xuzhou Medical University, Huai’an, Jiangsu, China",10.7717/peerj.11908
Yufeng,Wan,additional,"Department of Respiratory Diseases, The Affiliated Huai’an Hospital of Xuzhou Medical University, Huai’an, Jiangsu, China",10.7717/peerj.11908
Peiyu,Li,first,"Shandong Marine Resource and Environment Research Institute, Yantai, China",10.7717/peerj.10597
Hongyi,Bu,additional,"Rizhao Polytechnic, Rizhao, China",10.7717/peerj.10597
Baoshan,Li,additional,"Shandong Marine Resource and Environment Research Institute, Yantai, China",10.7717/peerj.10597
Yongzhi,Sun,additional,"Shandong Marine Resource and Environment Research Institute, Yantai, China",10.7717/peerj.10597
Meiqi,Wang,additional,"Shanghai Ocean University, Shanghai, China",10.7717/peerj.10597
Zhidong,Song,additional,"Shandong Marine Resource and Environment Research Institute, Yantai, China",10.7717/peerj.10597
Sandra,Cervantes,first,"Department of Ecology and Genetics, University of Oulu, Oulu, Finland + Biocenter Oulu, University of Oulu, Oulu, Finland",10.7717/peerj.11781
Jaana,Vuosku,additional,"Department of Ecology and Genetics, University of Oulu, Oulu, Finland",10.7717/peerj.11781
Tanja,Pyhäjärvi,additional,"Department of Ecology and Genetics, University of Oulu, Oulu, Finland + Department of Forest Sciences, Faculty of Agriculture and Forestry, University of Helsinki, Helsinki, Finland",10.7717/peerj.11781
Hai,Wang,first,"Beijing Key Laboratory of Ornamental Plants Germplasm Innovation & Molecular Breeding, National Engineering Research Center for Floriculture, Beijing, China + Key Laboratory of Genetics and Breeding in Forest Trees and Ornamental Plants of Ministry of Education, Beijing, China + College of Landscape Architecture, Beijing Forestry University, Beijing, China",10.7717/peerj.11505
Tong,Li,additional,"Beijing Key Laboratory of Ornamental Plants Germplasm Innovation & Molecular Breeding, National Engineering Research Center for Floriculture, Beijing, China + Key Laboratory of Genetics and Breeding in Forest Trees and Ornamental Plants of Ministry of Education, Beijing, China + College of Landscape Architecture, Beijing Forestry University, Beijing, China",10.7717/peerj.11505
Wei,Li,additional,"College of Landscape Architecture and Forestry, Qingdao Agricultural University, Qingdao, Shandong, China",10.7717/peerj.11505
Wang,Wang,additional,"Beijing Key Laboratory of Ornamental Plants Germplasm Innovation & Molecular Breeding, National Engineering Research Center for Floriculture, Beijing, China + Key Laboratory of Genetics and Breeding in Forest Trees and Ornamental Plants of Ministry of Education, Beijing, China + College of Landscape Architecture, Beijing Forestry University, Beijing, China",10.7717/peerj.11505
Huien,Zhao,additional,"Beijing Key Laboratory of Ornamental Plants Germplasm Innovation & Molecular Breeding, National Engineering Research Center for Floriculture, Beijing, China + Key Laboratory of Genetics and Breeding in Forest Trees and Ornamental Plants of Ministry of Education, Beijing, China + College of Landscape Architecture, Beijing Forestry University, Beijing, China",10.7717/peerj.11505
Leslie M.,Montes-Carreto,first,"Facultad de Ciencias Biológicas, Universidad Autónoma del Estado de Morelos, Cuernavaca, Morelos, Mexico",10.7717/peerj.11942
José Luis,Aguirre-Noyola,additional,"Centro de Ciencias Genómicas, Universidad Nacional Autónoma de Mexico, Cuernavaca, Morelos, Mexico",10.7717/peerj.11942
Itzel A.,Solís-García,additional,"Red de Estudios Moleculares Avanzados, Instituto de Ecología, A.C., Xalapa, Veracruz, Mexico",10.7717/peerj.11942
Jorge,Ortega,additional,"Escuela Nacional de Ciencias Biológicas, Instituto Politécnico Nacional, Ciudad de Mexico, Mexico",10.7717/peerj.11942
Esperanza,Martinez-Romero,additional,"Centro de Ciencias Genómicas, Universidad Nacional Autónoma de Mexico, Cuernavaca, Morelos, Mexico",10.7717/peerj.11942
José Antonio,Guerrero,additional,"Facultad de Ciencias Biológicas, Universidad Autónoma del Estado de Morelos, Cuernavaca, Morelos, Mexico",10.7717/peerj.11942
Qiong,Yang,first,"Department of General Surgery, Cancer Center, Division of Breast Surgery, Zhejiang Provincial People’s Hospital, People’s Hospital of Hangzhou Medical College, Hangzhou, China",10.7717/peerj.12878
Kewang,Sun,additional,"Department of General Surgery, Cancer Center, Division of Breast Surgery, Zhejiang Provincial People’s Hospital, People’s Hospital of Hangzhou Medical College, Hangzhou, China",10.7717/peerj.12878
Wenjie,Xia,additional,"Department of General Surgery, Cancer Center, Division of Breast Surgery, Zhejiang Provincial People’s Hospital, People’s Hospital of Hangzhou Medical College, Hangzhou, China",10.7717/peerj.12878
Ying,Li,additional,"Department of General Surgery, Cancer Center, Division of Breast Surgery, Zhejiang Provincial People’s Hospital, People’s Hospital of Hangzhou Medical College, Hangzhou, China",10.7717/peerj.12878
Miaochun,Zhong,additional,"Department of General Surgery, Cancer Center, Division of Breast Surgery, Zhejiang Provincial People’s Hospital, People’s Hospital of Hangzhou Medical College, Hangzhou, China",10.7717/peerj.12878
Kefeng,Lei,additional,"Department of General Surgery, Cancer Center, Division of Breast Surgery, Zhejiang Provincial People’s Hospital, People’s Hospital of Hangzhou Medical College, Hangzhou, China + Department of General Surgery, The 7th Affiliated Hospital of Sun Yat-sen University, Shenzhen, China",10.7717/peerj.12878
Kanchana,Charoentanyarak,first,"Rehabilitation Medicine Unit, Khon Kaen Hospital, Khon Kaen, Thailand",10.7717/peerj.12930
Apiradee,Singjam,additional,"Rehabilitation Medicine Unit, Khon Kaen Hospital, Khon Kaen, Thailand",10.7717/peerj.12930
Jittima,Saengsuwan,additional,"Department of Rehabilitation Medicine, Faculty of Medicine, Khon Kaen University, Khon Kaen, Thailand",10.7717/peerj.12930
Denis E.,Kolesov,first,"Laboratory of Mammalian Cell Bioengineering, Institute of Bioengineering, Research Center of Biotechnology of the Russian Academy of Sciences, Moscow, Russia",10.7717/peerj.12751
Maria V.,Sinegubova,additional,"Laboratory of Mammalian Cell Bioengineering, Institute of Bioengineering, Research Center of Biotechnology of the Russian Academy of Sciences, Moscow, Russia",10.7717/peerj.12751
Irina V.,Safenkova,additional,"Laboratory of Immunobiochemistry, Institute of Biochemistry, Research Center of Biotechnology of the Russian Academy of Sciences, Moscow, Russia, Moscow, Russia",10.7717/peerj.12751
Ivan I.,Vorobiev,additional,"Laboratory of Mammalian Cell Bioengineering, Institute of Bioengineering, Research Center of Biotechnology of the Russian Academy of Sciences, Moscow, Russia",10.7717/peerj.12751
Nadezhda A.,Orlova,additional,"Laboratory of Mammalian Cell Bioengineering, Institute of Bioengineering, Research Center of Biotechnology of the Russian Academy of Sciences, Moscow, Russia",10.7717/peerj.12751
Wenjun,Mao,first,"Department of Cardiothoracic Surgery, The Affiliated Wuxi People’s Hospital of Nanjing Medical University, Wuxi, Jiangsu, China",10.7717/peerj.12048
Ruo,Chen,additional,"Department of Cardiothoracic Surgery, The Affiliated Wuxi People’s Hospital of Nanjing Medical University, Wuxi, Jiangsu, China",10.7717/peerj.12048
Rongguo,Lu,additional,"Department of Cardiothoracic Surgery, The Affiliated Wuxi People’s Hospital of Nanjing Medical University, Wuxi, Jiangsu, China",10.7717/peerj.12048
Shengfei,Wang,additional,"Department of Cardiothoracic Surgery, The Affiliated Wuxi People’s Hospital of Nanjing Medical University, Wuxi, Jiangsu, China",10.7717/peerj.12048
Huizhu,Song,additional,"Department of Pharmacy, The Affiliated Wuxi People’s Hospital of Nanjing Medical University, Wuxi,  Jiangsu, China",10.7717/peerj.12048
Dan,You,additional,"Department of Pharmacy, The Affiliated Wuxi People’s Hospital of Nanjing Medical University, Wuxi,  Jiangsu, China",10.7717/peerj.12048
Feng,Liu,additional,"Department of Cardiothoracic Surgery, The Affiliated Wuxi People’s Hospital of Nanjing Medical University, Wuxi, Jiangsu, China",10.7717/peerj.12048
Yijun,He,additional,"Department of Cardiothoracic Surgery, The Affiliated Wuxi People’s Hospital of Nanjing Medical University, Wuxi, Jiangsu, China",10.7717/peerj.12048
Mingfeng,Zheng,additional,"Department of Cardiothoracic Surgery, The Affiliated Wuxi People’s Hospital of Nanjing Medical University, Wuxi, Jiangsu, China",10.7717/peerj.12048
Wen-Jun,Zhu,first,"Department of Respiratory and Critical Care Medicine, West China Hospital, Sichuan University, Chengdu, China + Laboratory of Pulmonary Immunology and Inflammation, Frontiers Science Center for Disease-related Molecular Network, Sichuan University, Chengdu, Sichuan, China",10.7717/peerj.11528
Bo-Jiang,Chen,additional,"Department of Respiratory and Critical Care Medicine, West China Hospital, Sichuan University, Chengdu, China",10.7717/peerj.11528
Ying-Ying,Zhu,additional,"Department of Respiratory and Critical Care Medicine, West China Hospital, Sichuan University, Chengdu, China",10.7717/peerj.11528
Ling,Sun,additional,"Department of Respiratory and Critical Care Medicine, West China Hospital, Sichuan University, Chengdu, China + Laboratory of Pulmonary Immunology and Inflammation, Frontiers Science Center for Disease-related Molecular Network, Sichuan University, Chengdu, Sichuan, China",10.7717/peerj.11528
Yu-Chen,Zhang,additional,"Department of Respiratory and Critical Care Medicine, West China Hospital, Sichuan University, Chengdu, China + Laboratory of Pulmonary Immunology and Inflammation, Frontiers Science Center for Disease-related Molecular Network, Sichuan University, Chengdu, Sichuan, China",10.7717/peerj.11528
Huan,Liu,additional,"Department of General Medicine, University-Town Hospital of Chongqing Medical University, Chongqing, China",10.7717/peerj.11528
Feng-Ming,Luo,additional,"Department of Respiratory and Critical Care Medicine, West China Hospital, Sichuan University, Chengdu, China + Laboratory of Pulmonary Immunology and Inflammation, Frontiers Science Center for Disease-related Molecular Network, Sichuan University, Chengdu, Sichuan, China",10.7717/peerj.11528
Marcus,Rothkirch,first,"Charité –Universitätsmedizin Berlin, corporate member of Freie Universität Berlin and Humboldt-Universität zu Berlin, Department of Psychiatry and Psychotherapy, Berlin, Germany",10.7717/peerj.10875
Maximilian,Wieser,additional,"Charité –Universitätsmedizin Berlin, corporate member of Freie Universität Berlin and Humboldt-Universität zu Berlin, Department of Psychiatry and Psychotherapy, Berlin, Germany",10.7717/peerj.10875
Philipp,Sterzer,additional,"Charité –Universitätsmedizin Berlin, corporate member of Freie Universität Berlin and Humboldt-Universität zu Berlin, Department of Psychiatry and Psychotherapy, Berlin, Germany + Bernstein Center for Computational Neuroscience, Humboldt Universität Berlin, Berlin, Germany",10.7717/peerj.10875
Maria,Viketoft,first,"Department of Ecology, Swedish University of Agricultural Sciences, Uppsala, Sweden",10.7717/peerj.11204
Laura G.A.,Riggi,additional,"Department of Ecology, Swedish University of Agricultural Sciences, Uppsala, Sweden",10.7717/peerj.11204
Riccardo,Bommarco,additional,"Department of Ecology, Swedish University of Agricultural Sciences, Uppsala, Sweden",10.7717/peerj.11204
Sara,Hallin,additional,"Department of Forest Mycology and Plant Pathology, Swedish University of Agricultural Sciences, Uppsala, Sweden",10.7717/peerj.11204
Astrid R.,Taylor,additional,"Department of Ecology, Swedish University of Agricultural Sciences, Uppsala, Sweden",10.7717/peerj.11204
Jingjing,Zhang,first,"Women’s Hospital of Nanjing Medical University (Nanjing Maternity and Child Health Care Hospital),  Nanjing, China",10.7717/peerj.12485
Jing,Zhang,additional,"Jiangsu Health Vocational College, Nanjing, China",10.7717/peerj.12485
Shengnan,Cong,additional,"School of Nursing, Nanjing Medical University, Nanjing, China",10.7717/peerj.12485
Jingyi,Feng,additional,"High School Affiliated to Nanjing Normal University International Department, Nanjing, China",10.7717/peerj.12485
Lianjun,Pan,additional,"Women’s Hospital of Nanjing Medical University (Nanjing Maternity and Child Health Care Hospital),  Nanjing, China",10.7717/peerj.12485
Yuan,Zhu,additional,"Women’s Hospital of Nanjing Medical University (Nanjing Maternity and Child Health Care Hospital),  Nanjing, China",10.7717/peerj.12485
Aixia,Zhang,additional,"Women’s Hospital of Nanjing Medical University (Nanjing Maternity and Child Health Care Hospital),  Nanjing, China",10.7717/peerj.12485
Jiehua,Ma,additional,"Women’s Hospital of Nanjing Medical University (Nanjing Maternity and Child Health Care Hospital),  Nanjing, China",10.7717/peerj.12485
Hongdou,Liu,first,"Yanbian University, Yanji, China + College of Land and Environment, Shenyang Agricultural University, Shenyang, China",10.7717/peerj.12364
Liqiang,Zhang,additional,"Heilongjiang Provincial Key Laboratory of Environmental Microbiology and Recycling of Argo-Waste in Cold Region, College of Life Science and Technology, Heilongjiang Bayi Agricultural University, Daqing, China",10.7717/peerj.12364
Yu,Sun,additional,"Yanbian University, Yanji, China",10.7717/peerj.12364
Guangbo,Xu,additional,"Yanbian University, Yanji, China",10.7717/peerj.12364
Weidong,Wang,additional,"Heilongjiang Provincial Key Laboratory of Environmental Microbiology and Recycling of Argo-Waste in Cold Region, College of Life Science and Technology, Heilongjiang Bayi Agricultural University, Daqing, China",10.7717/peerj.12364
Renzhe,Piao,additional,"Yanbian University, Yanji, China",10.7717/peerj.12364
Zongjun,Cui,additional,"China Agricultural University, Beijing, China",10.7717/peerj.12364
Hongyan,Zhao,additional,"Yanbian University, Yanji, China",10.7717/peerj.12364
Ashley M.,McDonald,first,"UF|IFAS Nature Coast Biological Station, University of Florida, Cedar Key, Florida, United States",10.7717/peerj.12593
Charles W.,Martin,additional,"UF|IFAS Nature Coast Biological Station, University of Florida, Cedar Key, Florida, United States",10.7717/peerj.12593
Guillaume,Rieucau,additional,"Louisiana Universities Marine Consortium, Chauvin, Louisiana, United States",10.7717/peerj.12593
Brian J.,Roberts,additional,"Louisiana Universities Marine Consortium, Chauvin, Louisiana, United States",10.7717/peerj.12593
Chaozhi,Yang,first,"Pancreas Center, The First Affiliated Hospital of Nanjing Medical University, Nanjing, Jiangsu Province, China + Pancreas Institute, Nanjing Medical University, Nanjing, Jiangsu Province, China",10.7717/peerj.12736
Xuebing,Wang,additional,"Pancreas Center, The First Affiliated Hospital of Nanjing Medical University, Nanjing, Jiangsu Province, China + Pancreas Institute, Nanjing Medical University, Nanjing, Jiangsu Province, China",10.7717/peerj.12736
Chenjie,Qiu,additional,"Pancreas Center, The First Affiliated Hospital of Nanjing Medical University, Nanjing, Jiangsu Province, China + Pancreas Institute, Nanjing Medical University, Nanjing, Jiangsu Province, China",10.7717/peerj.12736
Ziruo,Zheng,additional,"Pancreas Center, The First Affiliated Hospital of Nanjing Medical University, Nanjing, Jiangsu Province, China + Pancreas Institute, Nanjing Medical University, Nanjing, Jiangsu Province, China",10.7717/peerj.12736
Kai,Lin,additional,"Pancreas Center, The First Affiliated Hospital of Nanjing Medical University, Nanjing, Jiangsu Province, China + Pancreas Institute, Nanjing Medical University, Nanjing, Jiangsu Province, China",10.7717/peerj.12736
Min,Tu,additional,"Pancreas Center, The First Affiliated Hospital of Nanjing Medical University, Nanjing, Jiangsu Province, China + Pancreas Institute, Nanjing Medical University, Nanjing, Jiangsu Province, China",10.7717/peerj.12736
Kai,Zhang,additional,"Pancreas Center, The First Affiliated Hospital of Nanjing Medical University, Nanjing, Jiangsu Province, China + Pancreas Institute, Nanjing Medical University, Nanjing, Jiangsu Province, China",10.7717/peerj.12736
Kuirong,Jiang,additional,"Pancreas Center, The First Affiliated Hospital of Nanjing Medical University, Nanjing, Jiangsu Province, China + Pancreas Institute, Nanjing Medical University, Nanjing, Jiangsu Province, China",10.7717/peerj.12736
Wentao,Gao,additional,"Pancreas Center, The First Affiliated Hospital of Nanjing Medical University, Nanjing, Jiangsu Province, China + Pancreas Institute, Nanjing Medical University, Nanjing, Jiangsu Province, China",10.7717/peerj.12736
Roland A.,Knapp,first,"Sierra Nevada Aquatic Research Laboratory, University of California, Mammoth Lakes, California, United States + Earth Research Institute, University of California, Santa Barbara, California, United States",10.7717/peerj.12712
Maxwell B.,Joseph,additional,"Earth Lab, University of Colorado, Boulder, Colorado, United States",10.7717/peerj.12712
Thomas C.,Smith,additional,"Sierra Nevada Aquatic Research Laboratory, University of California, Mammoth Lakes, California, United States + Earth Research Institute, University of California, Santa Barbara, California, United States",10.7717/peerj.12712
Ericka E.,Hegeman,additional,"Sierra Nevada Aquatic Research Laboratory, University of California, Mammoth Lakes, California, United States + Earth Research Institute, University of California, Santa Barbara, California, United States",10.7717/peerj.12712
Vance T.,Vredenburg,additional,"Department of Biology, San Francisco State University, San Francisco, California, United States",10.7717/peerj.12712
James E.,Erdman Jr,additional,"California Department of Fish and Wildlife, Bishop, California, United States",10.7717/peerj.12712
Daniel M.,Boiano,additional,"Sequoia and Kings Canyon National Parks, National Park Service, Three Rivers, California, United States",10.7717/peerj.12712
Andrea J.,Jani,additional,"Pacific Biosciences Research Center, University of Hawai’i at Mànoa, Honolulu, Hawai’i, United States",10.7717/peerj.12712
Cheryl J.,Briggs,additional,"Department of Ecology, Evolution, and Marine Biology, University of California, Santa Barbara, California, United States",10.7717/peerj.12712
Tian,Zhang,first,"School of Life Science and Engineering, Southwest Jiaotong University, Chengdu, Sichuan, China",10.7717/peerj.12612
Sipei,Huang,additional,"School of Life Science and Engineering, Southwest Jiaotong University, Chengdu, Sichuan, China",10.7717/peerj.12612
Simin,Song,additional,"School of Life Science and Engineering, Southwest Jiaotong University, Chengdu, Sichuan, China",10.7717/peerj.12612
Meng,Zou,additional,"School of Life Science and Engineering, Southwest Jiaotong University, Chengdu, Sichuan, China",10.7717/peerj.12612
Tiechui,Yang,additional,"Qinghai lvkang Biological Development Co., Ltd, Xining, Qinghai, China",10.7717/peerj.12612
Weiwei,Wang,additional,"School of Life Science and Engineering, Southwest Jiaotong University, Chengdu, Sichuan, China",10.7717/peerj.12612
Jiayu,Zhou,additional,"School of Life Science and Engineering, Southwest Jiaotong University, Chengdu, Sichuan, China",10.7717/peerj.12612
Hai,Liao,additional,"School of Life Science and Engineering, Southwest Jiaotong University, Chengdu, Sichuan, China",10.7717/peerj.12612
Raphael,Eisenhofer,first,"School of Biological Sciences, University of Adelaide, Adelaide, South Australia, Australia + Australian Research Council Centre of Excellence for Australian Biodiversity and Heritage, University of Adelaide, Adelaide, South Australia, Australia",10.7717/peerj.12982
Erin,D’Agnese,additional,"Tasmanian Institute of Agriculture, University of Tasmania, Hobart, Tasmania, Australia + School of Marine and Environmental Affairs, University of Washington, Seattle, WA,  United States of America",10.7717/peerj.12982
David,Taggart,additional,"School of Animal and Veterinary Sciences, University of Adelaide, Adelaide, South Australia, Australia + FAUNA Research Alliance, Institute for Land, Water and Society, Kahibah, New South Wales, Australia",10.7717/peerj.12982
Scott,Carver,additional,"Department of Biological Sciences, University of Tasmania, Hobart, Tasmania, Australia",10.7717/peerj.12982
Beth,Penrose,additional,"Tasmanian Institute of Agriculture, University of Tasmania, Hobart, Tasmania, Australia",10.7717/peerj.12982
Yuqi,He,first,"Ningbo University, Ningbo, China",10.7717/peerj.12481
Dong,Sun,additional,"Ningbo University, Ningbo, China",10.7717/peerj.12481
Xiaoyi,Yang,additional,"Ningbo University, Ningbo, China",10.7717/peerj.12481
Gusztáv,Fekete,additional,"Eötvös Lorand University, Budapest, Hungary",10.7717/peerj.12481
Julien S.,Baker,additional,"Hong Kong Baptist University, Hong Kong, China",10.7717/peerj.12481
Yaodong,Gu,additional,"Ningbo University, Ningbo, China",10.7717/peerj.12481
Fabio Marco,Dalla Vecchia,first,,10.7717/peerj.12468
Jieting,Liu,first,"The First Clinical Medical College, Lanzhou University, Lanzhou, China + Department of Anesthesiology, Lanzhou University Second Hospital, Lanzhou, China + Evidence-based Medicine Center, Lanzhou University, Lanzhou, China",10.7717/peerj.11350
Hongrui,Zhang,additional,"College of Pharmacy, Lanzhou University, Lanzhou, China",10.7717/peerj.11350
Jingyun,Zhang,additional,"School of Public Health and the Second Affiliated Hospital, Zhejiang University School of Medicine,  Hangzhou, China",10.7717/peerj.11350
Zhitong,Bing,additional,"Department of Computational Physics, Institute of Modern Physics, Chinese Academy of Sciences, Lanzhou, China + School of Nuclear Science and Technology, University of Chinese Academy of Sciences, Lanzhou, China",10.7717/peerj.11350
Yingbin,Wang,additional,"Department of Anesthesiology, Lanzhou University Second Hospital, Lanzhou, China",10.7717/peerj.11350
Qiao,Li,additional,"Department of Neurosurgery, Lanzhou University Second Hospital, Lanzhou, China",10.7717/peerj.11350
Kehu,Yang,additional,"The First Clinical Medical College, Lanzhou University, Lanzhou, China + Evidence-based Medicine Center, Lanzhou University, Lanzhou, China",10.7717/peerj.11350
YongKiat,Wee,first,"School of Science and Engineering, University of the Sunshine Coast, Sunshine Coast, QLD, Australia",10.7717/peerj.11803
Yining,Liu,additional,"The School of Public Health, Institute for Chemical Carcinogenesis, Guangzhou Medical University, Guangzhou, China",10.7717/peerj.11803
Min,Zhao,additional,"School of Science and Engineering, University of the Sunshine Coast, Sunshine Coast, QLD, Australia",10.7717/peerj.11803
Gershwin,Davis,first,"Department of Paraclinical Sciences, Faculty of Medical Sciences, The University of the West Indies, St. Augustine, St. Augustine Campus, Trinidad, Trinidad and Tobago",10.7717/peerj.12040
Nelleen,Baboolal,additional,"Department of Clinical Medical Sciences, Faculty of Medical Sciences, The University of the West Indies, St. Augustine, Trinidad, Trinidad and Tobago",10.7717/peerj.12040
Vrijesh,Tripathi,additional,"Department of Mathematics and Statistics, Faculty of Science and Technology, The University of the West Indies, St. Augustine, Trinidad, Trinidad and Tobago",10.7717/peerj.12040
Robert,Stewart,additional,"Institute of Psychiatry, Psychology and Neuroscience, King’s College London,, London, United Kingdom + South London and Maudsley NHS Foundation Trust, London, United Kingdom",10.7717/peerj.12040
Lingyun,Gu,first,"Department of Cardiology, Jiangyin Hospital Affiliated to Southeast University, Jiangyin, Jiangsu, China",10.7717/peerj.12235
Wenlong,Jiang,additional,"Department of Cardiology, Jiangyin Hospital Affiliated to Southeast University, Jiangyin, Jiangsu, China",10.7717/peerj.12235
Huidong,Qian,additional,"Department of Cardiology, Jiangyin Hospital Affiliated to Southeast University, Jiangyin, Jiangsu, China",10.7717/peerj.12235
Ruolong,Zheng,additional,"Department of Cardiology, Jiangyin Hospital Affiliated to Southeast University, Jiangyin, Jiangsu, China",10.7717/peerj.12235
Weizhang,Li,additional,"Department of Cardiology, Jiangyin Hospital Affiliated to Southeast University, Jiangyin, Jiangsu, China",10.7717/peerj.12235
Tomoko,Matsuda,first,,10.7717/peerj.11875
Daniyar,Karabayev,first,"Laboratory of Bioinformatics and Systems Biology, Center for Life Sciences, National Laboratory Astana, Nazarbayev University, Nur-Sultan, Kazakhstan",10.7717/peerj.11333
Askhat,Molkenov,additional,"Laboratory of Bioinformatics and Systems Biology, Center for Life Sciences, National Laboratory Astana, Nazarbayev University, Nur-Sultan, Kazakhstan",10.7717/peerj.11333
Kaiyrgali,Yerulanuly,additional,"Laboratory of Bioinformatics and Systems Biology, Center for Life Sciences, National Laboratory Astana, Nazarbayev University, Nur-Sultan, Kazakhstan + L.N. Gumilyov Eurasian National University, Nur-Sultan, Kazakhstan",10.7717/peerj.11333
